dim,kind,seed,target_mean_linf,target_cov_linf,gaussian_mean_linf,gaussian_cov_linf,gaussian_norm_cd,gaussian_mmd,best_view,best_utility,point_gain_vs_summary,richest_is_best,nonmonotone_best_view,summary_correct,summary_utility,coarse_sketch_correct,coarse_sketch_utility,higher_order_correct,higher_order_utility,point_correct,point_utility
10,four_cluster,20270632,2.914335439641036e-17,2.1760371282653068e-14,4.5449755070592345e-17,1.2240208846492351e-15,0.6039345860778299,0.004850871856562522,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270633,3.937822290467352e-17,1.9539925233402755e-14,4.302114220422482e-17,1.7763568394002505e-15,0.5743428233908108,0.005336939056054479,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270719,2.5500435096859063e-17,9.2148511043888e-15,4.4408920985006264e-17,2.6645352591003757e-15,0.5799738145657265,0.002524270280943819,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270720,7.702172233337023e-17,6.772360450213455e-15,4.423544863740858e-17,1.4432899320127035e-15,0.6248134757779831,0.0030511934591634926,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270721,3.8857805861880476e-17,7.105427357601002e-15,2.3592239273284576e-17,1.7763568394002505e-15,0.6262967550142386,0.002943134878347964,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270722,4.787836793695988e-17,1.0880185641326534e-14,2.4980018054066023e-17,1.4432899320127035e-15,0.6036633385432133,0.0018504764269642315,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270723,3.3306690738754695e-17,6.8833827526759706e-15,3.3306690738754695e-17,1.7763568394002505e-15,0.5921457677395963,0.003428640759756796,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270724,4.0419056990259607e-17,4.6629367034256575e-15,6.609296443471635e-17,1.5543122344752192e-15,0.608382531502225,0.004057226148946436,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270725,3.8510861166685116e-17,1.3655743202889425e-14,2.5326962749261383e-17,1.7763568394002505e-15,0.5879036882336496,0.0032049318949398664,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270726,3.3306690738754695e-17,9.103828801926284e-15,4.163336342344337e-17,3.219646771412954e-15,0.6142132016338818,0.0038918019954772287,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270727,6.748074321549779e-17,7.993605777301127e-15,2.151057110211241e-17,1.7763568394002505e-15,0.5811859422572935,0.002902319594277447,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270728,4.0245584642661923e-17,1.354472090042691e-14,3.191891195797325e-17,2.4424906541753444e-15,0.6183269147662908,0.003911871976782777,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270729,7.355227538141662e-17,1.1102230246251565e-14,2.2204460492503132e-17,1.4432899320127035e-15,0.6044145034838678,0.0023463804369721064,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270730,6.106226635438361e-17,8.548717289613705e-15,3.8857805861880476e-17,4.218847493575595e-15,0.5924166171275076,0.0033779860985232446,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270731,5.828670879282072e-17,8.659739592076221e-15,3.191891195797325e-17,1.9984014443252818e-15,0.5760564019967008,0.0022991968221581782,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270732,4.302114220422482e-17,1.9984014443252818e-14,3.053113317719181e-17,2.6645352591003757e-15,0.5829705141925385,0.004459629811589316,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270733,4.649058915617843e-17,4.6629367034256575e-15,2.7755575615628914e-17,2.886579864025407e-15,0.593147774522208,0.0031255789571187353,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,ring,20270734,3.8857805861880476e-17,9.325873406851315e-15,2.489328188026718e-17,1.2212453270876722e-15,0.5991257571790092,0.004005260241724429,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270820,1.0789980020575741e-16,3.197442310920451e-15,2.914335439641036e-17,3.1086244689504383e-15,0.5985343007534037,0.0035886647655523074,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270821,3.434752482434078e-17,4.6629367034256575e-15,4.5796699765787705e-17,2.4424906541753444e-15,0.6130452368878723,0.004278278352443765,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270822,7.0082828429463e-17,3.1086244689504383e-15,4.649058915617843e-17,2.9976021664879227e-15,0.6388544925080473,0.005235379192555012,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270823,8.534839501805891e-17,2.886579864025407e-15,2.5153490401663703e-17,1.1102230246251565e-15,0.5984616113889097,0.00509522706988097,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270824,2.42861286636753e-17,7.105427357601002e-15,2.2204460492503132e-17,2.1094237467877974e-15,0.7105049007681804,0.008019018889641627,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270825,4.4408920985006264e-17,3.9968028886505635e-15,3.8857805861880476e-17,1.7763568394002505e-15,0.6313264267768093,0.0036172797129729872,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270826,3.677613769070831e-17,5.638545186315014e-15,3.0704605524789484e-17,1.3211653993039363e-15,0.640103270083841,0.005622765452773182,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270827,3.903127820947816e-17,3.9968028886505635e-15,6.192962809237202e-17,1.6903145549918008e-15,0.6084927352748122,0.007000314358523996,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270828,3.087807787238717e-17,3.552713678800501e-15,4.9613091412936685e-17,1.2212453270876722e-15,0.6324166651426468,0.0023101340206743703,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270829,4.85722573273506e-17,2.6645352591003757e-15,4.649058915617843e-17,2.3314683517128287e-15,0.6530122529920855,0.005012448904421429,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270830,3.2612801348363975e-17,3.1086244689504383e-15,3.3306690738754695e-17,1.7763568394002505e-15,0.6053459125430848,0.005491854323359968,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270831,4.0245584642661923e-17,3.1086244689504383e-15,3.2612801348363975e-17,2.4424906541753444e-15,0.6085455944263731,0.0037236252493517696,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270832,4.5796699765787705e-17,2.597921877622866e-15,2.706168622523819e-17,1.7763568394002505e-15,0.6326323742223623,0.004800472295883429,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270833,4.4408920985006264e-17,4.218847493575595e-15,3.8857805861880476e-17,2.886579864025407e-15,0.6202440128661711,0.004355203098676208,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270834,3.6006354148243605e-17,2.4424906541753444e-15,4.7704895589362195e-17,2.4424906541753444e-15,0.5768615325402108,0.00474380521162332,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,sparse_blocks,20270835,7.632783294297951e-17,2.220446049250313e-15,1.9428902930940238e-17,2.220446049250313e-15,0.5964181453369759,0.0033462340048848738,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310517,8.534839501805891e-17,4.6851411639181606e-14,4.302114220422482e-17,2.4424906541753444e-15,1.2489069776632198,0.004050759767265433,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310518,5.5294310796760726e-17,2.90878432451791e-14,5.342948306008566e-17,2.886579864025407e-15,1.2658537211724232,0.003049994793484778,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310519,4.926614671774132e-17,5.972999872483342e-14,4.5796699765787705e-17,2.4424906541753444e-15,1.2458295524333305,0.002947266386905012,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310520,6.106226635438361e-17,1.1102230246251565e-14,4.4408920985006264e-17,3.1086244689504383e-15,1.2593154943566398,0.00357295649201661,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310521,4.9960036108132046e-17,1.4729883979214266e-14,3.95516952522712e-17,3.219646771412954e-15,1.2328349663494576,0.0035162403720638835,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310522,7.632783294297951e-17,2.2870594307278225e-14,4.85722573273506e-17,2.4424906541753444e-15,1.2670099984166823,0.003136661050472611,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310523,4.85722573273506e-17,2.0894397323445445e-14,4.0245584642661923e-17,2.220446049250313e-15,1.2382279302741215,0.003373851721473864,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310524,6.626643678231404e-17,5.1514348342607263e-14,6.661338147750939e-17,2.886579864025407e-15,1.2752009243693232,0.0033975936793058104,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310525,4.40619762898109e-17,7.749356711883593e-14,8.604228440844963e-17,2.1094237467877974e-15,1.2314296637973545,0.004188484887502897,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310526,4.5796699765787705e-17,1.4210854715202004e-14,7.147060721024446e-17,3.552713678800501e-15,1.2683272335634992,0.002993058249536329,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310527,9.818534874028728e-17,1.5765166949677223e-14,5.204170427930421e-17,1.8708992688409865e-15,1.2544186706504807,0.0036070339078968505,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310528,6.453171330633723e-17,1.3647416530204736e-14,5.412337245047638e-17,3.219646771412954e-15,1.26680256293003,0.0038507929937188212,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310529,6.730727086790011e-17,1.7319479184152442e-14,5.551115123125783e-17,2.4424906541753444e-15,1.2602981027466544,0.0033161334234350637,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310530,5.689893001203927e-17,2.5202062658991053e-14,3.608224830031759e-17,3.219646771412954e-15,1.262413099859914,0.0032112853758388127,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310531,5.412337245047638e-17,3.241851231905457e-14,7.216449660063518e-17,2.220446049250313e-15,1.2530061497049092,0.0031006464514786725,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,two_cluster,20310532,7.979727989493313e-17,3.530509218307998e-14,4.5796699765787705e-17,2.4424906541753444e-15,1.243332670089898,0.0032500165557254324,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310618,8.257283745649602e-17,1.6653345369377348e-14,4.4408920985006264e-17,2.4424906541753444e-15,1.2456049837722272,0.004162916623513535,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310619,5.828670879282072e-17,1.176836406102666e-14,4.128641872824801e-17,2.886579864025407e-15,1.2615980215006941,0.004145647823225795,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310620,5.204170427930421e-17,2.4202861936828413e-14,1.2628786905111155e-16,2.1094237467877974e-15,1.2466997354079297,0.003034852497968865,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310621,5.828670879282072e-17,2.731148640577885e-14,4.9960036108132046e-17,3.219646771412954e-15,1.2568637988689173,0.002914471388977713,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310622,5.676882575134101e-17,1.1296519275560968e-14,4.371503159461554e-17,2.4424906541753444e-15,1.2659992659436299,0.003909658094556789,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310623,4.787836793695988e-17,1.554312234475219e-14,5.2735593669694933e-17,3.552713678800501e-15,1.2693646527766378,0.0036095091768093557,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310624,4.891920202254596e-17,2.6201263381153694e-14,6.106226635438361e-17,3.552713678800501e-15,1.2561008258234834,0.002718934452929256,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310625,6.904199434387692e-17,5.717648576819556e-14,3.86843335142828e-17,2.6645352591003757e-15,1.241653485735269,0.003610728396270746,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310626,6.591949208711867e-17,1.354472090042691e-14,4.909267437014364e-17,2.220446049250313e-15,1.2398328809765649,0.003171070398961584,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310627,4.926614671774132e-17,6.084022174945858e-14,5.689893001203927e-17,2.6645352591003757e-15,1.2513178911436147,0.004928299162840988,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310628,5.551115123125783e-17,4.6851411639181606e-14,5.2735593669694933e-17,3.552713678800501e-15,1.2608069730032596,0.0033539446391728234,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310629,9.43689570931383e-17,2.6201263381153694e-14,5.412337245047638e-17,2.4424906541753444e-15,1.2568552554817651,0.003694221235755135,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310630,4.163336342344337e-17,1.822986206434507e-14,5.342948306008566e-17,2.4424906541753444e-15,1.2511523565258666,0.0037699343697128462,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310631,5.967448757360216e-17,5.306866057708248e-14,8.881784197001253e-17,2.3314683517128287e-15,1.244420374191201,0.0032000705504402482,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310632,5.2735593669694933e-17,3.7969627442180354e-14,4.7444687067965676e-17,2.886579864025407e-15,1.2551732373300186,0.003632788947449228,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,four_cluster,20310633,6.661338147750939e-17,1.8096635301390052e-14,4.2153780466236414e-17,2.220446049250313e-15,1.23939860132007,0.002636378893006608,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310719,4.649058915617843e-17,1.0658141036401503e-14,5.2735593669694933e-17,2.1094237467877974e-15,1.276811006413646,0.004372242760942058,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310720,7.0082828429463e-17,2.631228568361621e-14,6.279698983036042e-17,2.220446049250313e-15,1.271325099108371,0.004156828291894232,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310721,7.73686670285656e-17,8.215650382226158e-15,4.926614671774132e-17,2.220446049250313e-15,1.2505678257343777,0.0037392546518908443,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310722,6.245004513516506e-17,1.9539925233402755e-14,4.302114220422482e-17,2.4424906541753444e-15,1.2568979073229425,0.00408808731717758,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310723,6.002143226879753e-17,1.3988810110276972e-14,5.4817261840867107e-17,2.4424906541753444e-15,1.266249427357967,0.003463653248056753,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310724,6.591949208711867e-17,2.5757174171303632e-14,1.0963452368173421e-16,2.4424906541753444e-15,1.254025225943152,0.0033590999271084776,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310725,6.661338147750939e-17,8.881784197001252e-15,4.302114220422482e-17,2.220446049250313e-15,1.2366141634813845,0.003599643790693108,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310726,5.342948306008566e-17,1.4654943925052066e-14,4.5536491244391186e-17,2.4424906541753444e-15,1.2725761580631396,0.00248966958461172,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310727,4.718447854656915e-17,1.354472090042691e-14,4.5449755070592345e-17,1.898481372109018e-15,1.2861386647811595,0.003848032667356671,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310728,6.314393452555578e-17,1.8096635301390052e-14,4.4408920985006264e-17,2.886579864025407e-15,1.2664106638223314,0.004034455102625678,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310729,8.118505867571457e-17,1.4432899320127035e-14,5.2735593669694933e-17,2.886579864025407e-15,1.2418510069719877,0.0037664512099295777,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310730,4.5796699765787705e-17,1.176836406102666e-14,4.649058915617843e-17,2.220446049250313e-15,1.2590183353636735,0.004118266880815069,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310731,8.18789480661053e-17,6.8833827526759706e-15,6.591949208711867e-17,2.886579864025407e-15,1.238061735183779,0.003351307012176452,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310732,8.87744738831131e-17,9.43689570931383e-15,5.134781488891349e-17,2.6645352591003757e-15,1.27099774597324,0.0034725288787051944,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310733,4.9960036108132046e-17,8.615330671091214e-15,5.828670879282072e-17,2.6645352591003757e-15,1.2321923978368288,0.0035961311431844667,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,ring,20310734,5.724587470723463e-17,3.341771304121721e-14,3.5561831257524545e-17,2.886579864025407e-15,1.2540921358994181,0.0028745568013071043,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,sparse_blocks,20310820,5.2735593669694933e-17,3.219646771412954e-15,5.204170427930421e-17,3.219646771412954e-15,1.2423367333761366,0.0036626800464951703,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,sparse_blocks,20310821,7.771561172376095e-17,4.6629367034256575e-15,6.245004513516506e-17,3.219646771412954e-15,1.2865781697885421,0.0039138537605227786,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,sparse_blocks,20310822,6.38378239159465e-17,3.1086244689504383e-15,5.3949900102878703e-17,2.1094237467877974e-15,1.2682139190190824,0.0030527839539706836,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,sparse_blocks,20310823,7.771561172376095e-17,4.218847493575595e-15,4.787836793695988e-17,2.886579864025407e-15,1.2605269336347378,0.0037335293503457656,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,sparse_blocks,20310824,4.787836793695988e-17,3.885780586188048e-15,8.673617379884035e-17,2.4424906541753444e-15,1.2168127674180291,0.002958324016084646,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,sparse_blocks,20310825,6.973588373426765e-17,3.9968028886505635e-15,5.2735593669694933e-17,2.886579864025407e-15,1.233823938563857,0.004166860378689519,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,sparse_blocks,20310826,5.759281940243e-17,3.552713678800501e-15,5.342948306008566e-17,2.886579864025407e-15,1.2711627641369467,0.0032616778679199765,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,sparse_blocks,20310827,4.5796699765787705e-17,5.551115123125783e-15,5.342948306008566e-17,2.886579864025407e-15,1.267919247494145,0.002845010907515544,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,sparse_blocks,20310828,5.689893001203927e-17,7.327471962526033e-15,5.0653925498522766e-17,3.219646771412954e-15,1.261156574545142,0.003551083791740517,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,sparse_blocks,20310829,7.042977312465837e-17,3.3306690738754696e-15,6.106226635438361e-17,2.6645352591003757e-15,1.2592406348518241,0.0030056793950596905,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,sparse_blocks,20310830,6.938893903907228e-17,6.772360450213455e-15,5.828670879282072e-17,2.4424906541753444e-15,1.279334228290253,0.003860289257340277,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,sparse_blocks,20310831,6.696032617270476e-17,3.774758283725532e-15,5.551115123125783e-17,2.886579864025407e-15,1.248891021842814,0.0031335705430961536,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
50,sparse_blocks,20310832,7.91033905045424e-17,3.552713678800501e-15,5.551115123125783e-17,2.886579864025407e-15,1.244544571267566,0.003499251163939565,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
