representation,query_key,neighbor_key,neighbor_rank,summary_distance,topology_disagree,geometry_disagree,routing_disagree,continuous_gain_gap,original_action_disagree,original_view_disagree,family_disagree
Base summary,budget_23_small_high_cond|mean-reversion|0,budget_23_small_high_cond|mean-reversion|1,3,1.1925068772222348e-08,0,0,0,0.025216474099644115,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|mean-reversion|0,budget_23_small_high_cond|volatility-clustering|1,4,9.55039822079691e-08,0,1,0,0.02096030841035848,0.0,0.0,1.0
Base summary,budget_23_small_high_cond|mean-reversion|0,budget_23_small_high_cond|volatility-clustering|0,5,1.1578157247036844e-07,0,1,0,0.0395004022946058,0.0,0.0,1.0
Base summary,budget_23_small_high_cond|mean-reversion|1,budget_23_small_high_cond|mean-reversion|3,1,5.767717946141977e-09,0,0,0,0.0438063062387998,1.0,0.0,0.0
Base summary,budget_23_small_high_cond|mean-reversion|1,budget_23_small_high_cond|mean-reversion|0,2,1.1925068772222348e-08,0,0,0,0.025216474099644115,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|mean-reversion|1,budget_23_small_high_cond|mean-reversion|2,3,1.7177813192946426e-08,0,0,0,0.004098000439469313,1.0,0.0,0.0
Base summary,budget_23_small_high_cond|mean-reversion|1,budget_23_small_high_cond|volatility-clustering|1,4,8.358981533615174e-08,0,1,0,0.046176782510002595,0.0,0.0,1.0
Base summary,budget_23_small_high_cond|mean-reversion|1,budget_23_small_high_cond|volatility-clustering|0,5,1.0386211648827912e-07,0,1,0,0.014283928194961687,0.0,0.0,1.0
Base summary,budget_23_small_high_cond|mean-reversion|2,budget_23_small_high_cond|mean-reversion|0,1,5.32666353059805e-09,0,0,0,0.029314474539113428,1.0,0.0,0.0
Base summary,budget_23_small_high_cond|mean-reversion|2,budget_23_small_high_cond|mean-reversion|3,2,1.1423218889336735e-08,0,0,0,0.03970830579933049,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|mean-reversion|2,budget_23_small_high_cond|mean-reversion|1,3,1.7177813192946426e-08,0,0,0,0.004098000439469313,1.0,0.0,0.0
Base summary,budget_23_small_high_cond|mean-reversion|2,budget_23_small_high_cond|volatility-clustering|1,4,1.0076272830814192e-07,0,1,0,0.05027478294947191,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|mean-reversion|2,budget_23_small_high_cond|volatility-clustering|0,5,1.2103324209866187e-07,0,1,0,0.010185927755492374,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|mean-reversion|3,budget_23_small_high_cond|mean-reversion|1,1,5.767717946141977e-09,0,0,0,0.0438063062387998,1.0,0.0,0.0
Base summary,budget_23_small_high_cond|mean-reversion|3,budget_23_small_high_cond|mean-reversion|0,2,6.185144063322029e-09,0,0,0,0.06902278033844392,1.0,0.0,0.0
Base summary,budget_23_small_high_cond|mean-reversion|3,budget_23_small_high_cond|mean-reversion|2,3,1.1423218889336735e-08,0,0,0,0.03970830579933049,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|mean-reversion|3,budget_23_small_high_cond|volatility-clustering|1,4,8.935408790699383e-08,0,1,0,0.0899830887488024,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|mean-reversion|3,budget_23_small_high_cond|volatility-clustering|0,5,1.0962289819225422e-07,0,1,0,0.029522378043838116,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|multi-hole|0,budget_23_small_high_cond|multi-hole|2,1,1.241991640031704e-09,0,0,0,0.0449962460037632,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|multi-hole|0,budget_23_small_high_cond|pinwheel|0,2,2.478367216457662e-09,0,0,0,0.1410799846317239,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|multi-hole|0,budget_23_small_high_cond|multi-hole|3,3,2.5011306672313797e-09,0,0,0,0.17531904403266693,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|multi-hole|0,budget_23_small_high_cond|pinwheel|2,4,3.518752631072103e-09,0,0,0,0.1293451034833373,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|multi-hole|0,budget_23_small_high_cond|multi-hole|1,5,4.549522492995981e-09,0,0,1,0.05633387231054318,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|multi-hole|1,budget_23_small_high_cond|multi-hole|0,1,4.549522492995981e-09,0,0,1,0.05633387231054318,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|multi-hole|1,budget_23_small_high_cond|multi-hole|2,2,4.582097483636677e-09,0,0,1,0.01133762630677998,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|multi-hole|1,budget_23_small_high_cond|multi-hole|3,3,6.324165499513193e-09,0,0,1,0.11898517172212375,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|multi-hole|1,budget_23_small_high_cond|pinwheel|0,4,6.615255867695883e-09,0,0,1,0.0847461123211807,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|multi-hole|1,budget_23_small_high_cond|pinwheel|2,5,7.7401403307373e-09,0,0,1,0.07301123117279412,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|multi-hole|2,budget_23_small_high_cond|multi-hole|0,1,1.241991640031704e-09,0,0,0,0.0449962460037632,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|multi-hole|2,budget_23_small_high_cond|multi-hole|3,2,1.7826228186057361e-09,0,0,0,0.13032279802890373,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|multi-hole|2,budget_23_small_high_cond|pinwheel|0,3,3.4950667565932588e-09,0,0,0,0.09608373862796069,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|multi-hole|2,budget_23_small_high_cond|pinwheel|2,4,4.312695968600513e-09,0,0,0,0.0843488574795741,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|multi-hole|2,budget_23_small_high_cond|multi-hole|1,5,4.582097483636677e-09,0,0,1,0.01133762630677998,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|multi-hole|3,budget_23_small_high_cond|multi-hole|2,1,1.7826228186057361e-09,0,0,0,0.13032279802890373,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|multi-hole|3,budget_23_small_high_cond|multi-hole|0,2,2.5011306672313797e-09,0,0,0,0.17531904403266693,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|multi-hole|3,budget_23_small_high_cond|pinwheel|0,3,3.6856458011921247e-09,0,0,0,0.034239059400943045,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|multi-hole|3,budget_23_small_high_cond|pinwheel|2,4,3.990379940232618e-09,0,0,0,0.04597394054932963,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|multi-hole|3,budget_23_small_high_cond|pinwheel|3,5,4.722675126005919e-09,0,0,0,0.03188086353525291,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|nested-rings|0,budget_23_small_high_cond|nested-rings|2,1,2.5943025620552145e-09,0,0,0,0.0355719058556333,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|nested-rings|0,budget_23_small_high_cond|nested-rings|1,2,2.597401809489727e-09,0,0,0,0.1693836190657959,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|nested-rings|0,budget_23_small_high_cond|nested-rings|3,3,2.83162708845357e-09,0,0,0,0.12164381892593076,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|nested-rings|0,budget_23_small_high_cond|multi-hole|1,4,1.2025939947402353e-08,0,0,1,0.047538017967787255,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|nested-rings|0,budget_23_small_high_cond|multi-hole|2,5,1.6484528791717282e-08,0,0,0,0.036200391661007275,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|nested-rings|1,budget_23_small_high_cond|nested-rings|3,1,2.22735024053494e-09,0,0,0,0.047739800139865146,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|nested-rings|1,budget_23_small_high_cond|nested-rings|0,2,2.597401809489727e-09,0,0,0,0.1693836190657959,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|nested-rings|1,budget_23_small_high_cond|nested-rings|2,3,2.6997265264368204e-09,0,0,0,0.1338117132101626,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|nested-rings|1,budget_23_small_high_cond|multi-hole|1,4,1.3182220206200342e-08,0,0,1,0.12184560109800865,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|nested-rings|1,budget_23_small_high_cond|multi-hole|2,5,1.7412511406104237e-08,0,0,0,0.13318322740478863,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|nested-rings|2,budget_23_small_high_cond|nested-rings|3,1,8.348756185105788e-10,0,0,0,0.08607191307029746,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|nested-rings|2,budget_23_small_high_cond|nested-rings|0,2,2.5943025620552145e-09,0,0,0,0.0355719058556333,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|nested-rings|2,budget_23_small_high_cond|nested-rings|1,3,2.6997265264368204e-09,0,0,0,0.1338117132101626,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|nested-rings|2,budget_23_small_high_cond|multi-hole|1,4,1.4552926008536485e-08,0,0,1,0.011966112112153954,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|nested-rings|2,budget_23_small_high_cond|multi-hole|2,5,1.8975884909365662e-08,0,0,0,0.0006284858053739739,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|nested-rings|3,budget_23_small_high_cond|nested-rings|2,1,8.348756185105788e-10,0,0,0,0.08607191307029746,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|nested-rings|3,budget_23_small_high_cond|nested-rings|1,2,2.22735024053494e-09,0,0,0,0.047739800139865146,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|nested-rings|3,budget_23_small_high_cond|nested-rings|0,3,2.83162708845357e-09,0,0,0,0.12164381892593076,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|nested-rings|3,budget_23_small_high_cond|multi-hole|1,4,1.4554657037917402e-08,0,0,1,0.07410580095814351,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|nested-rings|3,budget_23_small_high_cond|multi-hole|2,5,1.8912393918751876e-08,0,0,0,0.08544342726492349,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|pinwheel|0,budget_23_small_high_cond|pinwheel|2,1,1.4370795897824465e-09,0,0,0,0.011734881148386583,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|pinwheel|0,budget_23_small_high_cond|multi-hole|0,2,2.478367216457662e-09,0,0,0,0.1410799846317239,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|pinwheel|0,budget_23_small_high_cond|pinwheel|3,3,2.5309645852264103e-09,0,0,0,0.002358195865690138,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|pinwheel|0,budget_23_small_high_cond|multi-hole|2,4,3.4950667565932588e-09,0,0,0,0.09608373862796069,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|pinwheel|0,budget_23_small_high_cond|multi-hole|3,5,3.6856458011921247e-09,0,0,0,0.034239059400943045,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|pinwheel|1,budget_23_small_high_cond|pinwheel|3,1,1.6025832827247143e-09,0,0,0,0.009899432463499586,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|pinwheel|1,budget_23_small_high_cond|pinwheel|2,2,2.9244864454915023e-09,0,0,0,0.023992509477576307,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|pinwheel|1,budget_23_small_high_cond|pinwheel|0,3,4.116521354935125e-09,0,0,0,0.012257628329189724,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|pinwheel|1,budget_23_small_high_cond|multi-hole|3,4,5.784080342873677e-09,0,0,0,0.02198143107175332,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|pinwheel|1,budget_23_small_high_cond|multi-hole|0,5,6.180606278684321e-09,0,0,0,0.1533376129609136,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|pinwheel|2,budget_23_small_high_cond|pinwheel|3,1,1.358480544173447e-09,0,0,0,0.014093077014076721,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|pinwheel|2,budget_23_small_high_cond|pinwheel|0,2,1.4370795897824465e-09,0,0,0,0.011734881148386583,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|pinwheel|2,budget_23_small_high_cond|pinwheel|1,3,2.9244864454915023e-09,0,0,0,0.023992509477576307,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|pinwheel|2,budget_23_small_high_cond|multi-hole|0,4,3.518752631072103e-09,0,0,0,0.1293451034833373,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|pinwheel|2,budget_23_small_high_cond|multi-hole|3,5,3.990379940232618e-09,0,0,0,0.04597394054932963,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|pinwheel|3,budget_23_small_high_cond|pinwheel|2,1,1.358480544173447e-09,0,0,0,0.014093077014076721,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|pinwheel|3,budget_23_small_high_cond|pinwheel|1,2,1.6025832827247143e-09,0,0,0,0.009899432463499586,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|pinwheel|3,budget_23_small_high_cond|pinwheel|0,3,2.5309645852264103e-09,0,0,0,0.002358195865690138,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|pinwheel|3,budget_23_small_high_cond|multi-hole|0,4,4.690233321844051e-09,0,0,0,0.14343818049741403,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|pinwheel|3,budget_23_small_high_cond|multi-hole|3,5,4.722675126005919e-09,0,0,0,0.03188086353525291,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|spiral|0,budget_23_small_high_cond|spiral|3,1,1.4184863470347945e-09,0,0,0,0.12640211530041356,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|spiral|0,budget_23_small_high_cond|spiral|1,2,1.853460914250586e-09,0,0,0,0.10079442881053297,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|spiral|0,budget_23_small_high_cond|spiral|2,3,2.068078048839032e-09,0,0,1,0.008673297757610388,1.0,1.0,0.0
Base summary,budget_23_small_high_cond|spiral|0,budget_23_small_high_cond|pinwheel|1,4,9.59359890501095e-09,0,0,1,0.15140553650168417,1.0,1.0,1.0
Base summary,budget_23_small_high_cond|spiral|0,budget_23_small_high_cond|pinwheel|3,5,1.1161221233134135e-08,0,0,1,0.1415061040381846,1.0,1.0,1.0
Base summary,budget_23_small_high_cond|spiral|1,budget_23_small_high_cond|spiral|0,1,1.853460914250586e-09,0,0,0,0.10079442881053297,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|spiral|1,budget_23_small_high_cond|spiral|3,2,2.9756740932155477e-09,0,0,0,0.0256076864898806,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|spiral|1,budget_23_small_high_cond|spiral|2,3,3.5355710750162652e-09,0,0,1,0.09212113105292258,1.0,1.0,0.0
Base summary,budget_23_small_high_cond|spiral|1,budget_23_small_high_cond|cross-branch|3,4,9.766422017749918e-09,1,0,1,0.02633538852822348,1.0,1.0,1.0
Base summary,budget_23_small_high_cond|spiral|1,budget_23_small_high_cond|cross-branch|0,5,1.039361190300688e-08,1,0,1,0.12249949985816,1.0,1.0,1.0
Base summary,budget_23_small_high_cond|spiral|2,budget_23_small_high_cond|spiral|3,1,6.599910331168338e-10,0,0,1,0.11772881754280318,1.0,1.0,0.0
Base summary,budget_23_small_high_cond|spiral|2,budget_23_small_high_cond|spiral|0,2,2.068078048839032e-09,0,0,1,0.008673297757610388,1.0,1.0,0.0
Base summary,budget_23_small_high_cond|spiral|2,budget_23_small_high_cond|spiral|1,3,3.5355710750162652e-09,0,0,1,0.09212113105292258,1.0,1.0,0.0
Base summary,budget_23_small_high_cond|spiral|2,budget_23_small_high_cond|pinwheel|1,4,1.0480967706388864e-08,0,0,0,0.14273223874407379,0.0,0.0,1.0
Base summary,budget_23_small_high_cond|spiral|2,budget_23_small_high_cond|pinwheel|3,5,1.1981611999681623e-08,0,0,0,0.1328328062805742,0.0,0.0,1.0
Base summary,budget_23_small_high_cond|spiral|3,budget_23_small_high_cond|spiral|2,1,6.599910331168338e-10,0,0,1,0.11772881754280318,1.0,1.0,0.0
Base summary,budget_23_small_high_cond|spiral|3,budget_23_small_high_cond|spiral|0,2,1.4184863470347945e-09,0,0,0,0.12640211530041356,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|spiral|3,budget_23_small_high_cond|spiral|1,3,2.9756740932155477e-09,0,0,0,0.0256076864898806,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|spiral|3,budget_23_small_high_cond|pinwheel|1,4,1.0147479527330533e-08,0,0,1,0.02500342120127061,1.0,1.0,1.0
Base summary,budget_23_small_high_cond|spiral|3,budget_23_small_high_cond|pinwheel|3,5,1.1670676731311207e-08,0,0,1,0.015103988737771024,1.0,1.0,1.0
Base summary,budget_23_small_high_cond|volatility-clustering|0,budget_23_small_high_cond|volatility-clustering|3,1,5.4251107597434534e-09,0,0,0,0.029681390929723467,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|volatility-clustering|0,budget_23_small_high_cond|double-loop|1,2,1.9105870269022257e-08,0,1,1,0.043725190807672176,0.0,0.0,1.0
Base summary,budget_23_small_high_cond|volatility-clustering|0,budget_23_small_high_cond|volatility-clustering|1,3,2.03292031105752e-08,0,0,0,0.06046071070496428,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|volatility-clustering|0,budget_23_small_high_cond|double-loop|2,4,2.149662712045629e-08,0,1,1,0.03752231396934591,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|volatility-clustering|0,budget_23_small_high_cond|volatility-clustering|2,5,2.18853378111052e-08,0,0,0,0.06424553935966032,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|volatility-clustering|1,budget_23_small_high_cond|volatility-clustering|0,1,2.03292031105752e-08,0,0,0,0.06046071070496428,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|volatility-clustering|1,budget_23_small_high_cond|volatility-clustering|3,2,2.4385722035182812e-08,0,0,0,0.030779319775240815,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|volatility-clustering|1,budget_23_small_high_cond|double-loop|1,3,3.691567641229347e-08,0,1,1,0.016735519897292106,0.0,0.0,1.0
Base summary,budget_23_small_high_cond|volatility-clustering|1,budget_23_small_high_cond|double-loop|2,4,3.9572273539147856e-08,0,1,1,0.09798302467431019,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|volatility-clustering|1,budget_23_small_high_cond|double-loop|0,5,4.0715417545862754e-08,0,1,1,0.08705647546616108,0.0,0.0,1.0
Base summary,budget_23_small_high_cond|volatility-clustering|2,budget_23_small_high_cond|double-loop|0,1,9.931263777740945e-09,0,1,1,0.037649774598463526,0.0,0.0,1.0
Base summary,budget_23_small_high_cond|volatility-clustering|2,budget_23_small_high_cond|double-loop|3,2,1.0268105293173014e-08,0,1,1,0.06955203391453693,0.0,0.0,1.0
Base summary,budget_23_small_high_cond|volatility-clustering|2,budget_23_small_high_cond|double-loop|2,3,1.065243649229942e-08,0,1,1,0.02672322539031441,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|volatility-clustering|2,budget_23_small_high_cond|double-loop|1,4,1.1552771689474642e-08,0,1,1,0.1079707301673325,0.0,0.0,1.0
Base summary,budget_23_small_high_cond|volatility-clustering|2,budget_23_small_high_cond|volatility-clustering|3,5,1.78935425645375e-08,0,0,0,0.09392693028938379,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|volatility-clustering|3,budget_23_small_high_cond|volatility-clustering|0,1,5.4251107597434534e-09,0,0,0,0.029681390929723467,0.0,0.0,0.0
Base summary,budget_23_small_high_cond|volatility-clustering|3,budget_23_small_high_cond|double-loop|1,2,1.376741591150454e-08,0,1,1,0.01404379987794871,0.0,0.0,1.0
Base summary,budget_23_small_high_cond|volatility-clustering|3,budget_23_small_high_cond|double-loop|2,3,1.620901020479818e-08,0,1,1,0.06720370489906938,1.0,0.0,1.0
Base summary,budget_23_small_high_cond|volatility-clustering|3,budget_23_small_high_cond|double-loop|0,4,1.7151555125193373e-08,0,1,1,0.05627715569092026,0.0,0.0,1.0
Base summary,budget_23_small_high_cond|volatility-clustering|3,budget_23_small_high_cond|double-loop|3,5,1.7820161261335163e-08,0,1,1,0.024374896374846855,0.0,0.0,1.0
Base summary,budget_24_rotated_slender|barbell-bridge|0,budget_24_rotated_slender|barbell-bridge|3,1,2.2776469374491317e-07,0,0,1,0.361998243616619,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|barbell-bridge|0,budget_24_rotated_slender|barbell-bridge|1,2,4.1225816283774334e-07,0,0,1,0.3176606222965789,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|barbell-bridge|0,budget_24_rotated_slender|barbell-bridge|2,3,4.7344037821910215e-07,0,0,0,0.561009558199925,1.0,1.0,0.0
Base summary,budget_24_rotated_slender|barbell-bridge|0,budget_24_rotated_slender|mean-reversion|2,4,2.2593674722819426e-06,1,0,1,0.18960108577894627,1.0,1.0,1.0
Base summary,budget_24_rotated_slender|barbell-bridge|0,budget_24_rotated_slender|mean-reversion|0,5,2.27072833510543e-06,1,0,1,0.241266697357425,0.0,0.0,1.0
Base summary,budget_24_rotated_slender|barbell-bridge|1,budget_24_rotated_slender|barbell-bridge|2,1,6.130491922775296e-08,0,0,1,0.2433489359033461,1.0,1.0,0.0
Base summary,budget_24_rotated_slender|barbell-bridge|1,budget_24_rotated_slender|barbell-bridge|3,2,1.854668172098467e-07,0,0,0,0.0443376213200401,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|barbell-bridge|1,budget_24_rotated_slender|barbell-bridge|0,3,4.1225816283774334e-07,0,0,1,0.3176606222965789,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|barbell-bridge|1,budget_24_rotated_slender|mean-reversion|2,4,1.847193306704371e-06,1,0,0,0.1280595365176326,1.0,1.0,1.0
Base summary,budget_24_rotated_slender|barbell-bridge|1,budget_24_rotated_slender|mean-reversion|0,5,1.8585604584183176e-06,1,0,0,0.07639392493915387,0.0,0.0,1.0
Base summary,budget_24_rotated_slender|barbell-bridge|2,budget_24_rotated_slender|barbell-bridge|1,1,6.130491922775296e-08,0,0,1,0.2433489359033461,1.0,1.0,0.0
Base summary,budget_24_rotated_slender|barbell-bridge|2,budget_24_rotated_slender|barbell-bridge|3,2,2.467585647474392e-07,0,0,1,0.199011314583306,1.0,1.0,0.0
Base summary,budget_24_rotated_slender|barbell-bridge|2,budget_24_rotated_slender|barbell-bridge|0,3,4.7344037821910215e-07,0,0,0,0.561009558199925,1.0,1.0,0.0
Base summary,budget_24_rotated_slender|barbell-bridge|2,budget_24_rotated_slender|mean-reversion|2,4,1.7861297369954929e-06,1,0,1,0.37140847242097874,1.0,0.0,1.0
Base summary,budget_24_rotated_slender|barbell-bridge|2,budget_24_rotated_slender|mean-reversion|0,5,1.7975023055829096e-06,1,0,1,0.3197428608425,1.0,1.0,1.0
Base summary,budget_24_rotated_slender|barbell-bridge|3,budget_24_rotated_slender|barbell-bridge|1,1,1.854668172098467e-07,0,0,0,0.0443376213200401,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|barbell-bridge|3,budget_24_rotated_slender|barbell-bridge|0,2,2.2776469374491317e-07,0,0,1,0.361998243616619,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|barbell-bridge|3,budget_24_rotated_slender|barbell-bridge|2,3,2.467585647474392e-07,0,0,1,0.199011314583306,1.0,1.0,0.0
Base summary,budget_24_rotated_slender|barbell-bridge|3,budget_24_rotated_slender|mean-reversion|2,4,2.0318550856985832e-06,1,0,0,0.1723971578376727,1.0,1.0,1.0
Base summary,budget_24_rotated_slender|barbell-bridge|3,budget_24_rotated_slender|mean-reversion|0,5,2.0432067197422525e-06,1,0,0,0.12073154625919397,0.0,0.0,1.0
Base summary,budget_24_rotated_slender|crescent|0,budget_24_rotated_slender|crescent|1,1,3.008687549105761e-09,0,0,0,0.08531150057511383,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|crescent|0,budget_24_rotated_slender|crescent|3,2,1.4623433715409336e-08,0,0,0,0.08376661749770614,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|crescent|0,budget_24_rotated_slender|crescent|2,3,1.6163324727625248e-08,0,0,0,0.027670883763487586,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|crescent|0,budget_24_rotated_slender|cross-branch|3,4,4.944737303199534e-08,0,1,1,0.0250478926794096,1.0,1.0,1.0
Base summary,budget_24_rotated_slender|crescent|0,budget_24_rotated_slender|cross-branch|1,5,5.218712318896958e-08,0,1,1,0.06907575472766342,1.0,1.0,1.0
Base summary,budget_24_rotated_slender|crescent|1,budget_24_rotated_slender|crescent|0,1,3.008687549105761e-09,0,0,0,0.08531150057511383,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|crescent|1,budget_24_rotated_slender|crescent|2,2,1.4597903132651388e-08,0,0,0,0.11298238433860142,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|crescent|1,budget_24_rotated_slender|crescent|3,3,1.4831324155623355e-08,0,0,0,0.0015448830774076883,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|crescent|1,budget_24_rotated_slender|cross-branch|3,4,4.664048372076999e-08,0,1,1,0.11035939325452343,1.0,1.0,1.0
Base summary,budget_24_rotated_slender|crescent|1,budget_24_rotated_slender|cross-branch|1,5,4.933437323172383e-08,0,1,1,0.01623574584745041,1.0,1.0,1.0
Base summary,budget_24_rotated_slender|crescent|2,budget_24_rotated_slender|crescent|3,1,9.15536829248597e-09,0,0,0,0.11143750126119373,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|crescent|2,budget_24_rotated_slender|crescent|1,2,1.4597903132651388e-08,0,0,0,0.11298238433860142,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|crescent|2,budget_24_rotated_slender|crescent|0,3,1.6163324727625248e-08,0,0,0,0.027670883763487586,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|crescent|2,budget_24_rotated_slender|cross-branch|3,4,4.2201771848559915e-08,0,1,1,0.0026229910840779858,1.0,1.0,1.0
Base summary,budget_24_rotated_slender|crescent|2,budget_24_rotated_slender|pinwheel|1,5,4.268916183923471e-08,1,1,1,0.07002096937684571,1.0,1.0,1.0
Base summary,budget_24_rotated_slender|crescent|3,budget_24_rotated_slender|crescent|2,1,9.15536829248597e-09,0,0,0,0.11143750126119373,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|crescent|3,budget_24_rotated_slender|crescent|0,2,1.4623433715409336e-08,0,0,0,0.08376661749770614,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|crescent|3,budget_24_rotated_slender|crescent|1,3,1.4831324155623355e-08,0,0,0,0.0015448830774076883,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|crescent|3,budget_24_rotated_slender|pinwheel|1,4,4.940302115570716e-08,1,1,1,0.04141653188434802,1.0,1.0,1.0
Base summary,budget_24_rotated_slender|crescent|3,budget_24_rotated_slender|pinwheel|3,5,4.944607681549368e-08,1,1,1,0.006278943207118581,0.0,1.0,1.0
Base summary,budget_24_rotated_slender|cross-branch|0,budget_24_rotated_slender|cross-branch|2,1,1.8108510163441932e-09,0,0,0,0.007149478015533395,1.0,1.0,0.0
Base summary,budget_24_rotated_slender|cross-branch|0,budget_24_rotated_slender|cross-branch|1,2,2.6840767479899154e-09,0,0,0,0.18531716861375763,0.0,0.0,0.0
Base summary,budget_24_rotated_slender|cross-branch|0,budget_24_rotated_slender|cross-branch|3,3,5.878507656114299e-09,0,0,0,0.09119352120668461,1.0,0.0,0.0
Base summary,budget_24_rotated_slender|cross-branch|0,budget_24_rotated_slender|spiral|2,4,1.2269607771365625e-08,1,0,0,0.07293477044325053,1.0,0.0,1.0
