budget,family,seed,phase_name,hole_proxy,topology_hole_rich,bbox_aspect_ratio,geometry_elongated,access_value_gain,route_escalate,blind_norm_cd,point_norm_cd,structural_fidelity_raw_gain,structural_fidelity_cost_adjusted_gain
budget_17_high_rot_aniso,spiral,0,effective-collapse zone,48.0,1,1.1364522233114445,0,-0.0464,0,0.1190270643572804,0.3498839647414811,-0.2308569003842007,-0.2772569003842007
budget_17_high_rot_aniso,spiral,1,optimization-limited zone,48.0,1,1.1364522233114445,0,-0.0464,0,0.2230772135451412,0.32108146019651,-0.09800424665136881,-0.1444042466513688
budget_17_high_rot_aniso,spiral,2,effective-collapse zone,48.0,1,1.1364522233114445,0,-0.0464,0,0.12742557771906,0.3264337696098131,-0.19900819189075308,-0.24540819189075308
budget_17_high_rot_aniso,spiral,3,optimization-limited zone,48.0,1,1.1364522233114445,0,-0.0464,0,0.2505548257496903,0.3738059905206986,-0.12325116477100834,-0.16965116477100833
budget_17_high_rot_aniso,volatility-clustering,0,decision-fragile zone,37.0,0,1.071409286066147,0,-1.0464,0,0.2412981471243525,0.3794143943784209,-0.1381162472540684,-0.1845162472540684
budget_17_high_rot_aniso,volatility-clustering,1,ambiguity zone,37.0,0,1.071409286066147,0,0.9536,1,0.1586081722782109,0.3624145878658131,-0.2038064155876022,-0.2502064155876022
budget_17_high_rot_aniso,volatility-clustering,2,optimization-limited zone,37.0,0,1.071409286066147,0,-0.0464,0,0.2534111887878614,0.360826641359214,-0.1074154525713526,-0.1538154525713526
budget_17_high_rot_aniso,volatility-clustering,3,decision-fragile zone,37.0,0,1.071409286066147,0,-1.0464,0,0.1865624653831864,0.3826046248746568,-0.19604215949147039,-0.24244215949147038
budget_18_neg_diag_extreme,barbell-bridge,0,information-limited zone,40.0,1,4.195334447827693,1,-0.0464,0,0.2208086387470605,0.633826604683318,-0.4130179659362575,-0.4594179659362575
budget_18_neg_diag_extreme,barbell-bridge,1,information-limited zone,40.0,1,4.195334447827693,1,-0.0464,0,0.2196982406189938,0.6932202843215176,-0.4735220437025238,-0.5199220437025238
budget_18_neg_diag_extreme,barbell-bridge,2,information-limited zone,40.0,1,4.195334447827693,1,-0.0464,0,0.1281212863577988,0.7326933557691309,-0.6045720694113321,-0.6509720694113321
budget_18_neg_diag_extreme,barbell-bridge,3,information-limited zone,40.0,1,4.195334447827693,1,0.9536,1,0.2176285350458885,0.5442275239191591,-0.32659898887327055,-0.37299898887327054
budget_18_neg_diag_extreme,crescent,0,ambiguity zone,12.0,0,1.926420323251142,1,0.9536,1,0.1222511285376437,0.3997369416881408,-0.2774858131504971,-0.3238858131504971
budget_18_neg_diag_extreme,crescent,1,optimization-limited zone,12.0,0,1.926420323251142,1,0.9536,1,0.2279777885244759,0.3778460900481195,-0.14986830152364358,-0.19626830152364358
budget_18_neg_diag_extreme,crescent,2,ambiguity zone,12.0,0,1.926420323251142,1,0.9536,1,0.1077937615802005,0.3924208959156908,-0.2846271343354903,-0.3310271343354903
budget_18_neg_diag_extreme,crescent,3,ambiguity zone,12.0,0,1.926420323251142,1,0.9536,1,0.1991830289822318,0.3666229026034342,-0.1674398736212024,-0.2138398736212024
budget_18_neg_diag_extreme,cross-branch,0,ambiguity zone,1.0,0,1.0024045069907674,0,-0.0464,0,0.1137867542417894,0.3421408913342678,-0.22835413709247837,-0.27475413709247837
budget_18_neg_diag_extreme,cross-branch,1,optimization-limited zone,1.0,0,1.0024045069907674,0,0.9536,1,0.2345715755257947,0.3536136490488326,-0.11904207352303789,-0.16544207352303789
budget_18_neg_diag_extreme,cross-branch,2,ambiguity zone,1.0,0,1.0024045069907674,0,-0.0464,0,0.1320466609416796,0.3656671886795658,-0.23362052773788622,-0.2800205277378862
budget_18_neg_diag_extreme,cross-branch,3,optimization-limited zone,1.0,0,1.0024045069907674,0,-0.0464,0,0.2463943540445344,0.4015864779902612,-0.1551921239457268,-0.2015921239457268
budget_18_neg_diag_extreme,double-loop,0,optimization-limited zone,3.0,0,1.9632453591236552,1,-0.0464,0,0.2426411728788186,0.3707502052377185,-0.12810903235889992,-0.17450903235889992
budget_18_neg_diag_extreme,double-loop,1,ambiguity zone,3.0,0,1.9632453591236552,1,-0.0464,0,0.0862462101339215,0.2915912046249543,-0.2053449944910328,-0.2517449944910328
budget_18_neg_diag_extreme,double-loop,2,optimization-limited zone,3.0,0,1.9632453591236552,1,-0.0464,0,0.2304706764098384,0.7216773868655688,-0.4912067104557304,-0.5376067104557304
budget_18_neg_diag_extreme,double-loop,3,ambiguity zone,3.0,0,1.9632453591236552,1,-0.0464,0,0.104643727348105,0.6912011029473106,-0.5865573755992056,-0.6329573755992056
budget_18_neg_diag_extreme,mean-reversion,0,ambiguity zone,39.0,0,1.9304818378078896,1,-0.0464,0,0.1801044755494077,0.3385889565875273,-0.1584844810381196,-0.2048844810381196
budget_18_neg_diag_extreme,mean-reversion,1,ambiguity zone,39.0,0,1.9304818378078896,1,-0.0464,0,0.1998573383130965,0.3443451722535501,-0.1444878339404536,-0.1908878339404536
budget_18_neg_diag_extreme,mean-reversion,2,ambiguity zone,39.0,0,1.9304818378078896,1,-0.0464,0,0.1735119888181958,0.3535362550663297,-0.1800242662481339,-0.2264242662481339
budget_18_neg_diag_extreme,mean-reversion,3,optimization-limited zone,39.0,0,1.9304818378078896,1,-0.0464,0,0.2218819374669256,0.2990418207006945,-0.0771598832337689,-0.1235598832337689
budget_18_neg_diag_extreme,multi-hole,0,effective-collapse zone,73.0,1,1.0002814165939322,0,-0.0464,0,0.1238357801793558,0.3665929928426177,-0.2427572126632619,-0.2891572126632619
budget_18_neg_diag_extreme,multi-hole,1,optimization-limited zone,73.0,1,1.0002814165939322,0,-0.0464,0,0.2266144725581584,0.350218918694464,-0.12360444613630558,-0.17000444613630558
budget_18_neg_diag_extreme,multi-hole,2,effective-collapse zone,73.0,1,1.0002814165939322,0,-0.0464,0,0.1216949016171751,0.393594833775413,-0.2718999321582379,-0.3182999321582379
budget_18_neg_diag_extreme,multi-hole,3,optimization-limited zone,73.0,1,1.0002814165939322,0,-0.0464,0,0.2246455912773461,0.4275440117294646,-0.2028984204521185,-0.2492984204521185
budget_18_neg_diag_extreme,nested-rings,0,effective-collapse zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.0985001102128864,0.343762158602848,-0.24526204838996157,-0.29166204838996157
budget_18_neg_diag_extreme,nested-rings,1,optimization-limited zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.2369832413747835,0.3566394743031414,-0.11965623292835792,-0.16605623292835792
budget_18_neg_diag_extreme,nested-rings,2,effective-collapse zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.1020694929068278,0.3545382914116485,-0.2524687985048207,-0.2988687985048207
budget_18_neg_diag_extreme,nested-rings,3,optimization-limited zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.2291780025615969,0.393396732949087,-0.1642187303874901,-0.2106187303874901
budget_18_neg_diag_extreme,pinwheel,0,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.1664110664283863,0.3025942881228556,-0.1361832216944693,-0.1825832216944693
budget_18_neg_diag_extreme,pinwheel,1,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.2421417117135537,0.3264282321305379,-0.0842865204169842,-0.1306865204169842
budget_18_neg_diag_extreme,pinwheel,2,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.2171937485643312,0.3161726479002063,-0.09897889933587511,-0.1453788993358751
budget_18_neg_diag_extreme,pinwheel,3,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.2165542076163863,0.3119568271061716,-0.09540261948978532,-0.14180261948978531
budget_18_neg_diag_extreme,spiral,0,effective-collapse zone,48.0,1,1.1364522233114445,0,-0.0464,0,0.1160570343063233,0.3678507485401556,-0.2517937142338323,-0.2981937142338323
budget_18_neg_diag_extreme,spiral,1,effective-collapse zone,48.0,1,1.1364522233114445,0,-0.0464,0,0.1935752768219257,0.3826984891840479,-0.1891232123621222,-0.2355232123621222
budget_18_neg_diag_extreme,spiral,2,effective-collapse zone,48.0,1,1.1364522233114445,0,0.9536,1,0.1143697560784895,0.3809473782930378,-0.26657762221454834,-0.31297762221454833
budget_18_neg_diag_extreme,spiral,3,optimization-limited zone,48.0,1,1.1364522233114445,0,-0.0464,0,0.225448672046457,0.4435615467350073,-0.2181128746885503,-0.26451287468855034
budget_18_neg_diag_extreme,volatility-clustering,0,optimization-limited zone,37.0,0,1.071409286066147,0,-0.0464,0,0.2214707079322616,0.3170949927815108,-0.09562428484924923,-0.14202428484924923
budget_18_neg_diag_extreme,volatility-clustering,1,decision-fragile zone,37.0,0,1.071409286066147,0,-1.0464,0,0.1520615307931505,0.3687496708024156,-0.21668814000926512,-0.2630881400092651
budget_18_neg_diag_extreme,volatility-clustering,2,optimization-limited zone,37.0,0,1.071409286066147,0,-0.0464,0,0.2119084952396844,0.4124522508277444,-0.20054375558805998,-0.24694375558805998
budget_18_neg_diag_extreme,volatility-clustering,3,effective-collapse zone,37.0,0,1.071409286066147,0,-0.0464,0,0.1601359516751551,0.3719936031253952,-0.2118576514502401,-0.2582576514502401
budget_22_broad_high_cond,barbell-bridge,0,decision-fragile zone,40.0,1,4.195334447827693,1,-1.0464,0,0.2265754601245124,0.3633601148014223,-0.13678465467690987,-0.18318465467690986
budget_22_broad_high_cond,barbell-bridge,1,decision-fragile zone,40.0,1,4.195334447827693,1,-1.0464,0,0.2381656994039286,0.3079010755611125,-0.06973537615718392,-0.11613537615718392
budget_22_broad_high_cond,barbell-bridge,2,decision-fragile zone,40.0,1,4.195334447827693,1,-1.0464,0,0.1502462630508089,0.4413586756707476,-0.2911124126199387,-0.3375124126199387
budget_22_broad_high_cond,barbell-bridge,3,optimization-limited zone,40.0,1,4.195334447827693,1,-0.0464,0,0.225611105895981,0.3537278548658346,-0.1281167489698536,-0.17451674896985359
budget_22_broad_high_cond,crescent,0,ambiguity zone,12.0,0,1.926420323251142,1,0.9536,1,0.1267882776903412,0.2693961589183291,-0.14260788122798787,-0.18900788122798787
budget_22_broad_high_cond,crescent,1,optimization-limited zone,12.0,0,1.926420323251142,1,0.9536,1,0.2257922036547717,0.3107359170427777,-0.08494371338800599,-0.131343713388006
budget_22_broad_high_cond,crescent,2,ambiguity zone,12.0,0,1.926420323251142,1,0.9536,1,0.1002058496832832,0.2942543606306567,-0.1940485109473735,-0.2404485109473735
budget_22_broad_high_cond,crescent,3,optimization-limited zone,12.0,0,1.926420323251142,1,0.9536,1,0.2756087071746927,0.3387532437849155,-0.06314453661022279,-0.10954453661022279
budget_22_broad_high_cond,cross-branch,0,ambiguity zone,1.0,0,1.0024045069907674,0,0.9536,1,0.0809036301053633,0.2931923306297093,-0.21228870052434598,-0.258688700524346
budget_22_broad_high_cond,cross-branch,1,optimization-limited zone,1.0,0,1.0024045069907674,0,0.9536,1,0.2402079524981896,0.3733628898602557,-0.13315493736206607,-0.17955493736206607
budget_22_broad_high_cond,cross-branch,2,ambiguity zone,1.0,0,1.0024045069907674,0,-0.0464,0,0.1441796601912886,0.2937013923180141,-0.1495217321267255,-0.1959217321267255
budget_22_broad_high_cond,cross-branch,3,optimization-limited zone,1.0,0,1.0024045069907674,0,-0.0464,0,0.3326948394325919,0.3397020915749071,-0.007007252142315179,-0.053407252142315176
budget_22_broad_high_cond,double-loop,0,optimization-limited zone,3.0,0,1.9632453591236552,1,0.9536,1,0.2589604636510121,0.3167699677908958,-0.05780950413988367,-0.10420950413988367
budget_22_broad_high_cond,double-loop,1,ambiguity zone,3.0,0,1.9632453591236552,1,0.9536,1,0.0696374527623183,0.2530621539932953,-0.18342470123097698,-0.22982470123097698
budget_22_broad_high_cond,double-loop,2,optimization-limited zone,3.0,0,1.9632453591236552,1,-0.0464,0,0.2608402282887433,0.2947372889735415,-0.0338970606847982,-0.0802970606847982
budget_22_broad_high_cond,double-loop,3,ambiguity zone,3.0,0,1.9632453591236552,1,0.9536,1,0.1064422935873756,0.2396474766665344,-0.1332051830791588,-0.1796051830791588
budget_22_broad_high_cond,mean-reversion,0,ambiguity zone,39.0,0,1.9304818378078896,1,0.9536,1,0.1184943495290344,0.3365372977381654,-0.21804294820913098,-0.26444294820913095
budget_22_broad_high_cond,mean-reversion,1,optimization-limited zone,39.0,0,1.9304818378078896,1,0.9536,1,0.2379730487467869,0.518213803486187,-0.2802407547394,-0.3266407547394
budget_22_broad_high_cond,mean-reversion,2,ambiguity zone,39.0,0,1.9304818378078896,1,0.9536,1,0.1368819313148401,0.3674345720403029,-0.23055264072546278,-0.2769526407254628
budget_22_broad_high_cond,mean-reversion,3,optimization-limited zone,39.0,0,1.9304818378078896,1,-0.0464,0,0.2344474318754782,0.3018457563088984,-0.06739832443342023,-0.11379832443342022
budget_22_broad_high_cond,multi-hole,0,effective-collapse zone,73.0,1,1.0002814165939322,0,-0.0464,0,0.1254225650520873,0.2933797379787067,-0.1679571729266194,-0.2143571729266194
budget_22_broad_high_cond,multi-hole,1,optimization-limited zone,73.0,1,1.0002814165939322,0,-0.0464,0,0.290593582125272,0.3013605313315102,-0.010766949206238219,-0.057166949206238216
budget_22_broad_high_cond,multi-hole,2,effective-collapse zone,73.0,1,1.0002814165939322,0,0.9536,1,0.1485855217563528,0.2890231567536016,-0.14043763499724876,-0.18683763499724876
budget_22_broad_high_cond,multi-hole,3,optimization-limited zone,73.0,1,1.0002814165939322,0,-0.0464,0,0.2450259453099951,0.313998956788358,-0.06897301147836288,-0.11537301147836287
budget_22_broad_high_cond,nested-rings,0,effective-collapse zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.0975462582127688,0.3600207480622109,-0.2624744898494421,-0.3088744898494421
budget_22_broad_high_cond,nested-rings,1,optimization-limited zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.2426433232052555,0.3263011834426484,-0.08365786023739291,-0.1300578602373929
budget_22_broad_high_cond,nested-rings,2,effective-collapse zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.1240646575776428,0.3755413638574559,-0.2514767062798131,-0.2978767062798131
budget_22_broad_high_cond,nested-rings,3,optimization-limited zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.215340635869782,0.3521764146788099,-0.1368357788090279,-0.1832357788090279
budget_22_broad_high_cond,pinwheel,0,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.16065415001956,0.3199129675032572,-0.15925881748369722,-0.20565881748369721
budget_22_broad_high_cond,pinwheel,1,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.2326203227819214,0.4131330618915295,-0.18051273910960808,-0.22691273910960807
budget_22_broad_high_cond,pinwheel,2,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.2059052938083413,0.3206048974251252,-0.11469960361678391,-0.1610996036167839
budget_22_broad_high_cond,pinwheel,3,optimization-limited zone,66.0,1,1.0084614575281672,0,-0.0464,0,0.2462179622846694,0.3158398330367779,-0.06962187075210846,-0.11602187075210846
budget_22_broad_high_cond,spiral,0,decision-fragile zone,48.0,1,1.1364522233114445,0,-1.0464,0,0.1259967659291212,0.3966601616290491,-0.2706633956999279,-0.3170633956999279
budget_22_broad_high_cond,spiral,1,optimization-limited zone,48.0,1,1.1364522233114445,0,0.9536,1,0.220321172232446,0.4531179438129482,-0.2327967715805022,-0.27919677158050216
budget_22_broad_high_cond,spiral,2,decision-fragile zone,48.0,1,1.1364522233114445,0,-1.0464,0,0.1186393516973755,0.3525637677594566,-0.2339244160620811,-0.2803244160620811
budget_22_broad_high_cond,spiral,3,optimization-limited zone,48.0,1,1.1364522233114445,0,-0.0464,0,0.2367668904436478,0.3734382431986355,-0.1366713527549877,-0.1830713527549877
budget_22_broad_high_cond,volatility-clustering,0,optimization-limited zone,37.0,0,1.071409286066147,0,-0.0464,0,0.2237468380207906,0.3607636124636228,-0.13701677444283222,-0.18341677444283222
budget_22_broad_high_cond,volatility-clustering,1,effective-collapse zone,37.0,0,1.071409286066147,0,-0.0464,0,0.1180448672615331,0.3458770608060894,-0.22783219354455628,-0.2742321935445563
budget_22_broad_high_cond,volatility-clustering,2,decision-fragile zone,37.0,0,1.071409286066147,0,-1.0464,0,0.2728083052828528,0.3625248468252535,-0.08971654154240066,-0.13611654154240066
budget_22_broad_high_cond,volatility-clustering,3,ambiguity zone,37.0,0,1.071409286066147,0,0.9536,1,0.1580166167810142,0.3490562313930446,-0.1910396146120304,-0.2374396146120304
budget_23_small_high_cond,barbell-bridge,0,information-limited zone,40.0,1,4.195334447827693,1,-0.0464,0,0.5113534354418738,0.487782408471831,0.02357102697004282,-0.022828973029957178
budget_23_small_high_cond,barbell-bridge,1,information-limited zone,40.0,1,4.195334447827693,1,-0.0464,0,0.2614635029742048,0.519855043244096,-0.25839154026989125,-0.30479154026989125
budget_23_small_high_cond,barbell-bridge,2,information-limited zone,40.0,1,4.195334447827693,1,-0.0464,0,0.1575078193815813,0.4915172319913825,-0.3340094126098012,-0.3804094126098012
budget_23_small_high_cond,barbell-bridge,3,information-limited zone,40.0,1,4.195334447827693,1,0.9536,1,0.2192470195342951,0.5487080630939227,-0.32946104355962763,-0.37586104355962763
budget_23_small_high_cond,crescent,0,ambiguity zone,12.0,0,1.926420323251142,1,0.9536,1,0.1005969498510393,0.2796545488352219,-0.1790575989841826,-0.2254575989841826
budget_23_small_high_cond,crescent,1,optimization-limited zone,12.0,0,1.926420323251142,1,0.9536,1,0.2322198632137818,0.2846041463855807,-0.052384283171798884,-0.09878428317179888
budget_23_small_high_cond,crescent,2,ambiguity zone,12.0,0,1.926420323251142,1,-0.0464,0,0.0904753448555748,0.2849123013251577,-0.19443695646958292,-0.24083695646958292
budget_23_small_high_cond,crescent,3,optimization-limited zone,12.0,0,1.926420323251142,1,0.9536,1,0.2570417452699435,0.2867284234608344,-0.02968667819089088,-0.07608667819089088
budget_23_small_high_cond,cross-branch,0,decision-fragile zone,1.0,0,1.0024045069907674,0,-1.0464,0,0.0950608820943521,0.3496530502075193,-0.2545921681131672,-0.3009921681131672
budget_23_small_high_cond,cross-branch,1,decision-fragile zone,1.0,0,1.0024045069907674,0,-1.0464,0,0.2194601924895918,0.3413421809325864,-0.12188198844299458,-0.16828198844299458
budget_23_small_high_cond,cross-branch,2,decision-fragile zone,1.0,0,1.0024045069907674,0,-1.0464,0,0.1255688713771448,0.3567464568704593,-0.23117758549331452,-0.2775775854933145
budget_23_small_high_cond,cross-branch,3,decision-fragile zone,1.0,0,1.0024045069907674,0,-1.0464,0,0.2604464592265092,0.4188745160097399,-0.1584280567832307,-0.20482805678323068
budget_23_small_high_cond,double-loop,0,ambiguity zone,3.0,0,1.9632453591236552,1,0.9536,1,0.1976377766425861,0.3031974857403487,-0.1055597090977626,-0.1519597090977626
budget_23_small_high_cond,double-loop,1,ambiguity zone,3.0,0,1.9632453591236552,1,0.9536,1,0.0786033693169981,0.2544840339836297,-0.17588066466663158,-0.22228066466663157
budget_23_small_high_cond,double-loop,2,optimization-limited zone,3.0,0,1.9632453591236552,1,0.9536,1,0.2225689611096259,0.3172021209992394,-0.09463315988961349,-0.14103315988961349
budget_23_small_high_cond,double-loop,3,ambiguity zone,3.0,0,1.9632453591236552,1,0.9536,1,0.1076696309679414,0.2451315993817774,-0.137461968413836,-0.183861968413836
budget_23_small_high_cond,mean-reversion,0,effective-collapse zone,39.0,0,1.9304818378078896,1,-0.0464,0,0.1723972478750222,0.3440531240285874,-0.1716558761535652,-0.2180558761535652
budget_23_small_high_cond,mean-reversion,1,optimization-limited zone,39.0,0,1.9304818378078896,1,-0.0464,0,0.2111036443497647,0.3575430464036858,-0.14643940205392109,-0.19283940205392108
budget_23_small_high_cond,mean-reversion,2,effective-collapse zone,39.0,0,1.9304818378078896,1,-0.0464,0,0.1790078465404827,0.3213492481549345,-0.14234140161445177,-0.18874140161445177
budget_23_small_high_cond,mean-reversion,3,optimization-limited zone,39.0,0,1.9304818378078896,1,-0.0464,0,0.2134599705335433,0.3160930663486646,-0.10263309581512128,-0.14903309581512128
budget_23_small_high_cond,multi-hole,0,effective-collapse zone,73.0,1,1.0002814165939322,0,-0.0464,0,0.1178403911381546,0.3526595646629242,-0.2348191735247696,-0.2812191735247696
budget_23_small_high_cond,multi-hole,1,optimization-limited zone,73.0,1,1.0002814165939322,0,0.9536,1,0.2266959109748196,0.405181212189046,-0.17848530121422643,-0.22488530121422642
budget_23_small_high_cond,multi-hole,2,effective-collapse zone,73.0,1,1.0002814165939322,0,-0.0464,0,0.1296976909078024,0.3195206184288088,-0.1898229275210064,-0.2362229275210064
budget_23_small_high_cond,multi-hole,3,optimization-limited zone,73.0,1,1.0002814165939322,0,-0.0464,0,0.2229887993073146,0.2824889287994173,-0.05950012949210268,-0.10590012949210267
budget_23_small_high_cond,nested-rings,0,effective-collapse zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.0913324242215976,0.3173557434036113,-0.22602331918201368,-0.2724233191820137
budget_23_small_high_cond,nested-rings,1,optimization-limited zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.2321744941163813,0.2888141942325991,-0.05663970011621777,-0.10303970011621777
budget_23_small_high_cond,nested-rings,2,effective-collapse zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.1038558907912127,0.2943073041175931,-0.19045141332638038,-0.23685141332638038
budget_23_small_high_cond,nested-rings,3,optimization-limited zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.2147878086013603,0.3191673088574432,-0.10437950025608292,-0.15077950025608292
budget_23_small_high_cond,pinwheel,0,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.1574316300630147,0.2511708189560604,-0.09373918889304572,-0.14013918889304572
budget_23_small_high_cond,pinwheel,1,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.2033487505925977,0.2848303111564537,-0.081481560563856,-0.127881560563856
budget_23_small_high_cond,pinwheel,2,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.182715397994032,0.2881894680354643,-0.1054740700414323,-0.1518740700414323
budget_23_small_high_cond,pinwheel,3,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.2339883367095245,0.3253693297368801,-0.09138099302735558,-0.13778099302735558
budget_23_small_high_cond,spiral,0,effective-collapse zone,48.0,1,1.1364522233114445,0,0.9536,1,0.1128645351097276,0.3457516321752678,-0.23288709706554017,-0.27928709706554017
budget_23_small_high_cond,spiral,1,effective-collapse zone,48.0,1,1.1364522233114445,0,0.9536,1,0.2075997721654575,0.3396924404204647,-0.1320926682550072,-0.1784926682550072
budget_23_small_high_cond,spiral,2,effective-collapse zone,48.0,1,1.1364522233114445,0,-0.0464,0,0.1217367465496119,0.3459505458575417,-0.22421379930792978,-0.2706137993079298
budget_23_small_high_cond,spiral,3,optimization-limited zone,48.0,1,1.1364522233114445,0,0.9536,1,0.2191387790365607,0.3256237608016873,-0.10648498176512661,-0.1528849817651266
budget_23_small_high_cond,volatility-clustering,0,decision-fragile zone,37.0,0,1.071409286066147,0,-1.0464,0,0.2193978410415546,0.351553314900514,-0.1321554738589594,-0.1785554738589594
budget_23_small_high_cond,volatility-clustering,1,decision-fragile zone,37.0,0,1.071409286066147,0,-1.0464,0,0.140372549493724,0.3329887340576477,-0.19261618456392368,-0.23901618456392368
budget_23_small_high_cond,volatility-clustering,2,decision-fragile zone,37.0,0,1.071409286066147,0,-1.0464,0,0.2335851777240199,0.301495112223319,-0.06790993449929908,-0.11430993449929908
budget_23_small_high_cond,volatility-clustering,3,decision-fragile zone,37.0,0,1.071409286066147,0,-1.0464,0,0.1732963418468909,0.3351332066355738,-0.16183686478868287,-0.20823686478868286
budget_24_rotated_slender,barbell-bridge,0,information-limited zone,40.0,1,4.195334447827693,1,-0.0464,0,0.5304691119167605,0.4653296809990785,0.06513943091768198,0.018739430917681987
budget_24_rotated_slender,barbell-bridge,1,information-limited zone,40.0,1,4.195334447827693,1,0.9536,1,0.2718993616311833,0.5244205530100802,-0.2525211913788969,-0.2989211913788969
budget_24_rotated_slender,barbell-bridge,2,information-limited zone,40.0,1,4.195334447827693,1,-0.0464,0,0.1578575760877228,0.6537277033699658,-0.495870127282243,-0.542270127282243
budget_24_rotated_slender,barbell-bridge,3,information-limited zone,40.0,1,4.195334447827693,1,0.9536,1,0.2236539500203335,0.5205127627192705,-0.296858812698937,-0.343258812698937
budget_24_rotated_slender,crescent,0,ambiguity zone,12.0,0,1.926420323251142,1,0.9536,1,0.1046753696447697,0.2617804362108163,-0.15710506656604661,-0.2035050665660466
budget_24_rotated_slender,crescent,1,optimization-limited zone,12.0,0,1.926420323251142,1,0.9536,1,0.2391088440720644,0.3109024100629972,-0.07179356599093278,-0.11819356599093278
budget_24_rotated_slender,crescent,2,ambiguity zone,12.0,0,1.926420323251142,1,0.9536,1,0.0920272011872265,0.2768031515167607,-0.1847759503295342,-0.2311759503295342
budget_24_rotated_slender,crescent,3,optimization-limited zone,12.0,0,1.926420323251142,1,0.9536,1,0.260168873898239,0.3335073229665795,-0.07333844906834047,-0.11973844906834047
budget_24_rotated_slender,cross-branch,0,ambiguity zone,1.0,0,1.0024045069907674,0,-0.0464,0,0.1052350380729138,0.3785815185250546,-0.2733464804521408,-0.3197464804521408
budget_24_rotated_slender,cross-branch,1,decision-fragile zone,1.0,0,1.0024045069907674,0,-1.0464,0,0.2233816031924334,0.3114109150308166,-0.0880293118383832,-0.1344293118383832
budget_24_rotated_slender,cross-branch,2,decision-fragile zone,1.0,0,1.0024045069907674,0,-1.0464,0,0.125318495118389,0.4058144535860632,-0.2804959584676742,-0.3268959584676742
budget_24_rotated_slender,cross-branch,3,optimization-limited zone,1.0,0,1.0024045069907674,0,-0.0464,0,0.2544502712804791,0.4366032305259353,-0.18215295924545621,-0.2285529592454562
budget_24_rotated_slender,double-loop,0,ambiguity zone,3.0,0,1.9632453591236552,1,0.9536,1,0.2076177562564802,0.2923898019043773,-0.08477204564789709,-0.13117204564789708
budget_24_rotated_slender,double-loop,1,ambiguity zone,3.0,0,1.9632453591236552,1,0.9536,1,0.0852255159104636,0.2521206975616936,-0.16689518165123,-0.21329518165123
budget_24_rotated_slender,double-loop,2,optimization-limited zone,3.0,0,1.9632453591236552,1,0.9536,1,0.228807321231505,0.2937463665436552,-0.06493904531215022,-0.11133904531215022
budget_24_rotated_slender,double-loop,3,ambiguity zone,3.0,0,1.9632453591236552,1,-0.0464,0,0.1122089252592059,0.2287134458684377,-0.1165045206092318,-0.1629045206092318
budget_24_rotated_slender,mean-reversion,0,ambiguity zone,39.0,0,1.9304818378078896,1,0.9536,1,0.187985804637273,0.364113071077016,-0.17612726643974302,-0.22252726643974302
budget_24_rotated_slender,mean-reversion,1,optimization-limited zone,39.0,0,1.9304818378078896,1,0.9536,1,0.2132356624250587,0.3421408705971479,-0.12890520817208917,-0.17530520817208917
budget_24_rotated_slender,mean-reversion,2,ambiguity zone,39.0,0,1.9304818378078896,1,0.9536,1,0.1867844521900792,0.3112461070513435,-0.12446165486126429,-0.17086165486126428
budget_24_rotated_slender,mean-reversion,3,optimization-limited zone,39.0,0,1.9304818378078896,1,0.9536,1,0.2208488892773635,0.548934163573506,-0.3280852742961425,-0.3744852742961425
budget_24_rotated_slender,multi-hole,0,effective-collapse zone,73.0,1,1.0002814165939322,0,-0.0464,0,0.1207425488907774,0.3080474981393363,-0.1873049492485589,-0.2337049492485589
budget_24_rotated_slender,multi-hole,1,optimization-limited zone,73.0,1,1.0002814165939322,0,-0.0464,0,0.2298578603717341,0.3180826025186836,-0.08822474214694948,-0.13462474214694947
budget_24_rotated_slender,multi-hole,2,effective-collapse zone,73.0,1,1.0002814165939322,0,-0.0464,0,0.1273174909256533,0.2939217856380274,-0.1666042947123741,-0.2130042947123741
