cell_key,action_fragility,view_fragility,topology_fragility,geometry_fragility,geometry_shift,random_fragility,feasible_set_divergence,blind_search_barrier,task_sensitivity,internal_divergence_proxy,phase_name,high_action_fragility,high_topology_fragility,high_geometry_fragility,high_random_fragility
budget_17_high_rot_aniso|mean-reversion|1,1.0,0.6,0.0,0.4,0.27044208618586857,0.4,0.3928422804827299,0.6683688795434063,0.4338308457711443,0.3928422804827299,optimization-limited zone,1,0,1,0
budget_17_high_rot_aniso|mean-reversion|2,0.8,0.6,0.0,0.4,0.27044208618586857,0.4,0.42530170620058266,0.5088615199759687,0.2258706467661692,0.42530170620058266,ambiguity zone,1,0,1,0
budget_17_high_rot_aniso|mean-reversion|3,0.6,0.6,0.0,0.4,0.27044208618586857,0.4,0.5218476903870163,0.8197656954040252,0.4656716417910448,0.5218476903870163,optimization-limited zone,0,0,1,0
budget_17_high_rot_aniso|multi-hole|0,0.8,0.4,0.0,0.6,0.5479294373632755,0.8,0.4044943820224719,0.3775908681285671,0.291542288557214,0.4044943820224719,effective-collapse zone,1,0,1,1
budget_17_high_rot_aniso|multi-hole|1,0.4,0.4,0.0,0.6,0.5479294373632755,0.4,0.1764461090303787,0.935416040853109,0.5213930348258707,0.1764461090303787,optimization-limited zone,0,0,1,0
budget_17_high_rot_aniso|multi-hole|2,0.4,0.4,0.0,0.6,0.5479294373632755,0.4,0.0965459841864336,0.39831781315710413,0.30348258706467657,0.0965459841864336,effective-collapse zone,0,0,1,0
budget_17_high_rot_aniso|multi-hole|3,0.2,0.6,0.0,0.6,0.5479294373632755,0.4,0.4902205576362879,0.8915590267347551,0.5084577114427861,0.4902205576362879,optimization-limited zone,0,0,1,0
budget_17_high_rot_aniso|nested-rings|0,0.4,0.2,0.0,0.0,0.19478610454870324,0.4,0.2929671244277986,0.18143586662661454,0.3701492537313433,0.2929671244277986,effective-collapse zone,0,0,0,0
budget_17_high_rot_aniso|nested-rings|1,0.4,0.2,0.0,0.0,0.19478610454870324,0.4,0.3803578859758635,0.9309101832382095,0.5492537313432836,0.3803578859758635,optimization-limited zone,0,0,0,0
budget_17_high_rot_aniso|nested-rings|2,0.4,0.2,0.0,0.0,0.19478610454870324,0.4,0.19392426133999166,0.16911985581255629,0.31542288557213927,0.19392426133999166,effective-collapse zone,0,0,0,0
budget_17_high_rot_aniso|nested-rings|3,0.8,1.0,0.0,0.0,0.19478610454870324,0.8,0.4236371202663337,0.92850705917693,0.5064676616915423,0.4236371202663337,optimization-limited zone,1,0,0,1
budget_17_high_rot_aniso|pinwheel|0,0.4,0.6,0.0,0.4,0.36528629157551695,0.6,0.40033291718684977,0.48573145088615194,0.8208955223880596,0.40033291718684977,decision-fragile zone,0,0,1,1
budget_17_high_rot_aniso|pinwheel|1,0.2,0.6,0.0,0.4,0.36528629157551695,0.8,0.5709529754473576,0.6827876239110843,0.9810945273631839,0.5709529754473576,decision-fragile zone,0,0,1,1
budget_17_high_rot_aniso|pinwheel|2,0.8,0.6,0.0,0.4,0.36528629157551695,0.6,0.31460674157303375,0.5857614899369179,0.8149253731343284,0.31460674157303375,decision-fragile zone,1,0,1,1
budget_17_high_rot_aniso|pinwheel|3,0.4,0.6,0.0,0.4,0.36528629157551695,0.6,0.6816479400749064,0.8519074797236407,0.5223880597014924,0.6816479400749064,optimization-limited zone,0,0,1,1
budget_17_high_rot_aniso|spiral|0,0.4,0.2,0.4,0.0,0.02214807865500299,0.6,0.08905534748231377,0.15500150195253828,0.23880597014925367,0.08905534748231377,effective-collapse zone,0,1,0,1
budget_17_high_rot_aniso|spiral|1,0.4,0.2,0.4,0.0,0.02214807865500299,0.6,0.27715355805243447,0.6437368579152897,0.40796019900497515,0.27715355805243447,optimization-limited zone,0,1,0,1
budget_17_high_rot_aniso|spiral|2,0.6,0.2,0.4,0.0,0.02214807865500299,0.8,0.3062838119017894,0.3944127365575248,0.27761194029850744,0.3062838119017894,effective-collapse zone,0,1,0,1
budget_17_high_rot_aniso|spiral|3,1.0,1.0,0.4,0.0,0.02214807865500299,0.6,0.1531419059508947,0.8047461700210273,0.4467661691542289,0.1531419059508947,optimization-limited zone,1,1,0,1
budget_17_high_rot_aniso|volatility-clustering|0,0.6,0.2,0.0,0.8,0.39284194270243955,0.0,0.5418227215980024,0.656954040252328,0.8766169154228857,0.5418227215980024,decision-fragile zone,0,0,1,0
budget_17_high_rot_aniso|volatility-clustering|1,0.8,0.8,0.0,0.6,0.2946314570268297,0.0,0.3379109446525177,0.3235205767497747,0.37512437810945276,0.3379109446525177,ambiguity zone,1,0,1,0
budget_17_high_rot_aniso|volatility-clustering|2,1.0,1.0,0.0,0.8,0.39284194270243955,0.0,0.5176862255513941,0.749774707119255,0.42985074626865677,0.5176862255513941,optimization-limited zone,1,0,1,0
budget_17_high_rot_aniso|volatility-clustering|3,1.0,1.0,0.0,0.8,0.39284194270243955,0.0,0.8680815647107781,0.38329828777410624,0.7024875621890548,0.8680815647107781,decision-fragile zone,1,0,1,0
budget_18_neg_diag_extreme|barbell-bridge|0,0.4,0.0,0.4,0.4,0.6422830625647007,0.8,0.8514357053682896,0.584259537398618,0.5104477611940298,0.8514357053682896,information-limited zone,0,1,1,1
budget_18_neg_diag_extreme|barbell-bridge|1,0.4,0.0,0.4,0.4,0.6422830625647007,0.4,0.8772367873491469,0.6257134274556924,0.5203980099502487,0.8772367873491469,information-limited zone,0,1,1,0
budget_18_neg_diag_extreme|barbell-bridge|2,0.4,0.0,0.4,0.4,0.6422830625647007,0.4,0.8797336662505202,0.33703814959447276,0.35621890547263674,0.8797336662505202,information-limited zone,0,1,1,0
budget_18_neg_diag_extreme|barbell-bridge|3,0.4,0.0,0.4,0.4,0.6422830625647007,0.8,0.673325010403662,0.6353259237008111,0.7960199004975124,0.673325010403662,information-limited zone,0,1,1,1
budget_18_neg_diag_extreme|crescent|0,0.2,0.4,0.0,0.0,0.0028077289982173957,0.4,0.5185185185185185,0.15590267347551812,0.3213930348258708,0.5185185185185185,ambiguity zone,0,0,0,0
budget_18_neg_diag_extreme|crescent|1,0.2,0.4,0.0,0.0,0.0028077289982173957,0.4,0.5401581356637536,0.6824872334034243,0.5194029850746268,0.5401581356637536,optimization-limited zone,0,0,0,0
budget_18_neg_diag_extreme|crescent|2,0.2,0.4,0.0,0.0,0.0028077289982173957,0.8,0.16146483562213898,0.12075698407930309,0.2995024875621891,0.16146483562213898,ambiguity zone,0,0,0,1
budget_18_neg_diag_extreme|crescent|3,0.2,0.4,0.0,0.0,0.0028077289982173957,0.8,0.5572201414898044,0.6106939020726944,0.32835820895522383,0.5572201414898044,ambiguity zone,0,0,0,1
budget_18_neg_diag_extreme|cross-branch|0,1.0,0.2,0.4,0.0,0.02214807865500299,0.8,0.7919267582188929,0.059477320516671664,0.002985074626865741,0.7919267582188929,ambiguity zone,1,1,0,1
budget_18_neg_diag_extreme|cross-branch|1,0.4,0.2,0.4,0.0,0.02214807865500299,0.4,0.5568039950062421,0.6966055872634423,0.4437810945273633,0.5568039950062421,optimization-limited zone,0,1,0,0
budget_18_neg_diag_extreme|cross-branch|2,1.0,1.0,0.4,0.0,0.02214807865500299,0.4,0.6125676238035789,0.24662060678882544,0.04278606965174136,0.6125676238035789,ambiguity zone,1,1,0,0
budget_18_neg_diag_extreme|cross-branch|3,0.4,0.2,0.4,0.0,0.02214807865500299,0.4,0.5434873075322514,0.7287473715830579,0.23283582089552243,0.5434873075322514,optimization-limited zone,0,1,0,0
budget_18_neg_diag_extreme|double-loop|0,0.8,0.2,0.0,0.4,0.19642097135121978,0.2,0.5476487723678735,0.7756082907780113,0.37512437810945276,0.5476487723678735,optimization-limited zone,1,0,1,0
budget_18_neg_diag_extreme|double-loop|1,0.6,0.2,0.0,0.4,0.19642097135121978,1.0,0.663337494798169,0.07599879843796936,0.21791044776119406,0.663337494798169,ambiguity zone,0,0,1,1
budget_18_neg_diag_extreme|double-loop|2,0.8,0.2,0.0,0.4,0.19642097135121978,0.2,0.6508531002913025,0.684589966957044,0.38109452736318417,0.6508531002913025,optimization-limited zone,1,0,1,0
budget_18_neg_diag_extreme|double-loop|3,0.6,0.2,0.0,0.4,0.19642097135121978,0.2,0.8297960882230545,0.08531090417542804,0.21990049751243787,0.8297960882230545,ambiguity zone,0,0,1,0
budget_18_neg_diag_extreme|mean-reversion|0,0.2,0.0,0.0,0.4,0.27044208618586857,0.6,0.3545568039950063,0.4013217182337037,0.2557213930348259,0.3545568039950063,ambiguity zone,0,0,1,1
budget_18_neg_diag_extreme|mean-reversion|1,0.2,0.0,0.0,0.4,0.27044208618586857,0.6,0.8148148148148148,0.5091619104836287,0.31641791044776113,0.8148148148148148,ambiguity zone,0,0,1,1
budget_18_neg_diag_extreme|mean-reversion|2,0.2,0.0,0.0,0.4,0.27044208618586857,0.6,0.6400332917186848,0.40672874737158293,0.3124378109452737,0.6400332917186848,ambiguity zone,0,0,1,1
budget_18_neg_diag_extreme|mean-reversion|3,0.2,0.0,0.0,0.4,0.27044208618586857,0.6,0.7032875572201415,0.5977771102433161,0.45273631840796014,0.7032875572201415,optimization-limited zone,0,0,1,1
budget_18_neg_diag_extreme|multi-hole|0,0.0,0.0,0.0,0.6,0.5479294373632755,0.4,0.21972534332084892,0.20576749774707115,0.2945273631840797,0.21972534332084892,effective-collapse zone,0,0,1,0
budget_18_neg_diag_extreme|multi-hole|1,0.0,0.0,0.0,0.6,0.5479294373632755,0.2,0.1856013316687474,0.6515470111144487,0.4517412935323383,0.1856013316687474,optimization-limited zone,0,0,1,0
budget_18_neg_diag_extreme|multi-hole|2,0.0,0.0,0.0,0.6,0.5479294373632755,0.4,0.34040782355389093,0.14809252027635925,0.31044776119402984,0.34040782355389093,effective-collapse zone,0,0,1,0
budget_18_neg_diag_extreme|multi-hole|3,0.0,0.0,0.0,0.6,0.5479294373632755,0.8,0.3778610070744903,0.5527185340943225,0.5054726368159205,0.3778610070744903,optimization-limited zone,0,0,1,1
budget_18_neg_diag_extreme|nested-rings|0,0.0,0.0,0.0,0.0,0.18264314578775848,0.6,0.5734498543487307,0.05887653950135175,0.36616915422885576,0.5734498543487307,effective-collapse zone,0,0,0,1
budget_18_neg_diag_extreme|nested-rings|1,0.0,0.0,0.0,0.0,0.18264314578775848,0.6,0.7473990844777362,0.6455392009612496,0.5711442786069653,0.7473990844777362,optimization-limited zone,0,0,0,1
budget_18_neg_diag_extreme|nested-rings|2,0.0,0.0,0.0,0.0,0.18264314578775848,0.6,0.24885559717020392,0.061279663562631405,0.31940298507462694,0.24885559717020392,effective-collapse zone,0,0,0,1
budget_18_neg_diag_extreme|nested-rings|3,0.0,0.0,0.0,0.0,0.18264314578775848,0.6,0.38285476487723674,0.6488434965455091,0.47562189054726367,0.38285476487723674,optimization-limited zone,0,0,0,1
budget_18_neg_diag_extreme|pinwheel|0,0.0,0.0,0.0,0.4,0.36528629157551695,1.0,0.6525176862255513,0.4580955241814357,0.8248756218905473,0.6525176862255513,decision-fragile zone,0,0,1,1
budget_18_neg_diag_extreme|pinwheel|1,0.0,0.0,0.0,0.6,0.5479294373632755,0.4,0.5767790262172284,0.7801141483929107,0.9781094527363182,0.5767790262172284,decision-fragile zone,0,0,1,0
budget_18_neg_diag_extreme|pinwheel|2,0.0,0.0,0.0,0.6,0.5479294373632755,0.2,0.36038285476487725,0.5614298588164613,0.9661691542288557,0.36038285476487725,decision-fragile zone,0,0,1,0
budget_18_neg_diag_extreme|pinwheel|3,0.0,0.0,0.0,0.4,0.36528629157551695,0.2,0.6550145651269247,0.6428356863923098,0.9920398009950251,0.6550145651269247,decision-fragile zone,0,0,1,0
budget_18_neg_diag_extreme|spiral|0,0.0,0.0,0.2,0.0,0.08321725355252003,0.6,0.1373283395755306,0.0835085611294683,0.2348258706467662,0.1373283395755306,effective-collapse zone,0,0,0,1
budget_18_neg_diag_extreme|spiral|1,0.0,0.0,0.0,0.2,0.25478636001277705,0.8,0.33791094465251775,0.44337638930609785,0.2587064676616915,0.33791094465251775,effective-collapse zone,0,0,0,1
budget_18_neg_diag_extreme|spiral|2,0.4,0.2,0.8,0.0,0.04429615731000598,0.8,0.2555139409071993,0.12105737458696304,0.46069651741293544,0.2555139409071993,effective-collapse zone,0,1,0,1
budget_18_neg_diag_extreme|spiral|3,0.2,0.0,0.6,0.0,0.03322211798250448,0.4,0.5551394090719933,0.5740462601381796,0.47661691542288553,0.5551394090719933,optimization-limited zone,0,1,0,0
budget_18_neg_diag_extreme|volatility-clustering|0,1.0,1.0,0.0,0.8,0.39284194270243955,0.2,0.4061589679567208,0.57074196455392,0.38805970149253727,0.4061589679567208,optimization-limited zone,1,0,1,0
budget_18_neg_diag_extreme|volatility-clustering|1,0.8,0.2,0.0,0.6,0.2946314570268297,0.2,0.6591760299625468,0.3097026133974166,0.6646766169154228,0.6591760299625468,decision-fragile zone,1,0,1,0
budget_18_neg_diag_extreme|volatility-clustering|2,0.6,0.2,0.0,0.8,0.39284194270243955,0.2,0.49438202247191015,0.4770201261640131,0.3592039800995025,0.49438202247191015,optimization-limited zone,0,0,1,0
budget_18_neg_diag_extreme|volatility-clustering|3,0.6,0.2,0.0,0.8,0.39284194270243955,0.2,0.772367873491469,0.35265845599279055,0.20597014925373136,0.772367873491469,effective-collapse zone,0,0,1,0
budget_22_broad_high_cond|barbell-bridge|0,0.8,0.4,0.4,0.4,0.6422830625647007,0.2,0.8522679983354141,0.7149294082306997,0.9353233830845771,0.8522679983354141,decision-fragile zone,1,1,1,0
budget_22_broad_high_cond|barbell-bridge|1,0.8,0.4,0.4,0.4,0.6422830625647007,0.2,0.5967540574282147,0.7741063382397114,0.919402985074627,0.5967540574282147,decision-fragile zone,1,1,1,0
budget_22_broad_high_cond|barbell-bridge|2,0.8,0.8,0.4,0.4,0.6422830625647007,0.2,0.8589263420724095,0.3445479122859718,0.7472636815920398,0.8589263420724095,decision-fragile zone,1,1,1,0
budget_22_broad_high_cond|barbell-bridge|3,0.8,0.8,0.4,0.4,0.6422830625647007,1.0,0.42030794839783603,0.612796635626314,0.4636815920398011,0.42030794839783603,optimization-limited zone,1,1,1,1
budget_22_broad_high_cond|crescent|0,0.4,0.4,0.0,0.0,0.0028077289982173957,1.0,0.6928838951310861,0.3439471312706518,0.33731343283582094,0.6928838951310861,ambiguity zone,0,0,0,1
budget_22_broad_high_cond|crescent|1,0.4,0.4,0.0,0.0,0.0028077289982173957,0.2,0.5501456512692467,0.7891258636227094,0.6895522388059702,0.5501456512692467,optimization-limited zone,0,0,0,0
budget_22_broad_high_cond|crescent|2,0.4,0.4,0.0,0.0,0.0028077289982173957,0.2,0.22888056595921766,0.15800540702913785,0.31044776119402984,0.22888056595921766,ambiguity zone,0,0,0,0
budget_22_broad_high_cond|crescent|3,0.4,0.4,0.0,0.0,0.0028077289982173957,0.2,0.4228048272992093,0.864824271553019,0.5064676616915423,0.4228048272992093,optimization-limited zone,0,0,0,0
budget_22_broad_high_cond|cross-branch|0,0.8,0.4,0.4,0.4,0.1988517844704769,0.6,0.8023304203079485,0.02313006908981674,0.23681592039800992,0.8023304203079485,ambiguity zone,1,1,1,1
budget_22_broad_high_cond|cross-branch|1,0.6,0.2,0.2,0.4,0.2429323141861766,0.6,0.4061589679567208,0.7629918894562931,0.45472636815920403,0.4061589679567208,optimization-limited zone,0,0,1,1
budget_22_broad_high_cond|cross-branch|2,0.8,0.4,0.4,0.4,0.1988517844704769,0.6,0.7057844361215148,0.4412736557524782,0.17014925373134335,0.7057844361215148,ambiguity zone,1,1,1,1
budget_22_broad_high_cond|cross-branch|3,0.8,0.4,0.4,0.4,0.1988517844704769,0.6,0.4128173116937162,0.99909882847702,0.2218905472636817,0.4128173116937162,optimization-limited zone,1,1,1,1
budget_22_broad_high_cond|double-loop|0,0.4,0.0,0.4,0.0,0.11273995120565947,0.6,0.0024968789013732817,0.9164914388705316,0.42985074626865677,0.0024968789013732817,optimization-limited zone,0,1,0,1
budget_22_broad_high_cond|double-loop|1,0.8,0.0,0.2,0.2,0.1545804612784396,0.6,0.10570120682480232,0.028236707720036038,0.2666666666666667,0.10570120682480232,ambiguity zone,1,0,0,1
budget_22_broad_high_cond|double-loop|2,0.4,0.0,0.4,0.0,0.11273995120565947,0.6,0.3329171868497712,0.9720636827876238,0.3393034825870648,0.3329171868497712,optimization-limited zone,0,1,0,1
budget_22_broad_high_cond|double-loop|3,0.8,0.0,0.4,0.0,0.11273995120565947,0.6,0.40033291718684977,0.22859717632922794,0.2796019900497513,0.40033291718684977,ambiguity zone,1,1,0,1
budget_22_broad_high_cond|mean-reversion|0,0.6,0.4,0.0,0.4,0.27044208618586857,0.4,0.26550145651269247,0.15199759687593867,0.3890547263681593,0.26550145651269247,ambiguity zone,0,0,1,0
budget_22_broad_high_cond|mean-reversion|1,0.8,0.2,0.0,0.4,0.27044208618586857,0.8,0.02247191011235955,0.6185040552718534,0.5383084577114429,0.02247191011235955,optimization-limited zone,1,0,1,1
budget_22_broad_high_cond|mean-reversion|2,0.6,0.2,0.0,0.4,0.27044208618586857,0.4,0.4161464835622139,0.292279963953139,0.43084577114427847,0.4161464835622139,ambiguity zone,0,0,1,0
budget_22_broad_high_cond|mean-reversion|3,0.6,0.4,0.0,0.4,0.27044208618586857,0.8,0.4327923429047025,0.7458696305196755,0.4417910447761194,0.4327923429047025,optimization-limited zone,0,0,1,1
budget_22_broad_high_cond|multi-hole|0,0.4,0.2,0.0,0.4,0.4374295058005355,0.6,0.31044527673741157,0.29828777410633817,0.3333333333333333,0.31044527673741157,effective-collapse zone,0,0,1,1
budget_22_broad_high_cond|multi-hole|1,0.4,0.0,0.0,0.0,0.14428642845003709,0.6,0.0,0.9957945328927605,0.4338308457711443,0.0,optimization-limited zone,0,0,0,1
budget_22_broad_high_cond|multi-hole|2,0.4,0.0,0.0,0.0,0.14428642845003709,0.6,0.4752392842280483,0.5052568338840492,0.5203980099502487,0.4752392842280483,effective-collapse zone,0,0,0,1
budget_22_broad_high_cond|multi-hole|3,0.4,0.0,0.0,0.0,0.14428642845003709,0.6,0.41614648356221395,0.8969660558726344,0.5293532338308456,0.41614648356221395,optimization-limited zone,0,0,0,1
budget_22_broad_high_cond|nested-rings|0,0.4,0.0,0.0,0.0,0.19478610454870324,0.8,0.33541406575114446,0.12796635626314207,0.37711442786069654,0.33541406575114446,effective-collapse zone,0,0,0,1
budget_22_broad_high_cond|nested-rings|1,0.4,0.0,0.0,0.0,0.19478610454870324,0.4,0.27049521431543905,0.7909282066686691,0.5631840796019901,0.27049521431543905,optimization-limited zone,0,0,0,0
budget_22_broad_high_cond|nested-rings|2,0.4,0.0,0.0,0.0,0.19478610454870324,0.8,0.3945068664169788,0.1441874436767798,0.3681592039800995,0.3945068664169788,effective-collapse zone,0,0,0,1
budget_22_broad_high_cond|nested-rings|3,0.4,0.0,0.0,0.0,0.19478610454870324,0.4,0.26799833541406576,0.6299188945629316,0.5223880597014924,0.26799833541406576,optimization-limited zone,0,0,0,0
budget_22_broad_high_cond|pinwheel|0,0.4,0.6,0.0,0.4,0.29314307735049844,0.8,0.5509779442363713,0.44848302793631706,0.8139303482587064,0.5509779442363713,decision-fragile zone,0,0,1,1
budget_22_broad_high_cond|pinwheel|1,0.4,0.6,0.0,0.4,0.29314307735049844,0.4,0.8747399084477736,0.7500750976269149,1.0,0.8747399084477736,decision-fragile zone,0,0,1,0
budget_22_broad_high_cond|pinwheel|2,0.8,0.6,0.0,0.4,0.29314307735049844,0.8,0.44028297960882234,0.5500150195253829,0.8039800995024875,0.44028297960882234,decision-fragile zone,1,0,1,1
budget_22_broad_high_cond|pinwheel|3,0.4,0.6,0.0,0.4,0.29314307735049844,0.4,0.6267166042446942,0.8170621808350855,0.5044776119402984,0.6267166042446942,optimization-limited zone,0,0,1,0
budget_22_broad_high_cond|spiral|0,0.2,0.0,0.0,0.2,0.1826431457877585,0.6,0.3786933000416146,0.1619104836287173,0.7592039800995025,0.3786933000416146,decision-fragile zone,0,0,0,1
budget_22_broad_high_cond|spiral|1,0.4,0.4,0.0,0.6,0.3314997946882199,0.4,0.045776113191843534,0.5019525382997896,0.6009950248756218,0.045776113191843534,optimization-limited zone,0,0,1,0
budget_22_broad_high_cond|spiral|2,0.6,0.0,0.0,0.0,0.2164296426750556,0.6,0.3736995422388681,0.12436167017122257,0.7671641791044777,0.3736995422388681,decision-fragile zone,0,0,0,1
budget_22_broad_high_cond|spiral|3,0.4,0.0,0.0,0.0,0.14428642845003709,0.4,0.26133999167707034,0.7762090717933313,0.4746268656716418,0.26133999167707034,optimization-limited zone,0,0,0,0
budget_22_broad_high_cond|volatility-clustering|0,0.6,0.4,0.0,0.4,0.28701284390187626,0.2,0.5210153974198919,0.5956743766896966,0.3850746268656717,0.5210153974198919,optimization-limited zone,0,0,1,0
budget_22_broad_high_cond|volatility-clustering|1,0.8,0.8,0.0,0.4,0.28701284390187626,0.2,0.22055763628797337,0.13006908981676177,0.16119402985074624,0.22055763628797337,effective-collapse zone,1,0,1,0
budget_22_broad_high_cond|volatility-clustering|2,0.2,0.2,0.6,0.6,0.4637413838353188,0.4,0.42030794839783603,0.8368879543406428,0.8348258706467662,0.42030794839783603,decision-fragile zone,0,1,1,0
budget_22_broad_high_cond|volatility-clustering|3,0.8,0.8,0.2,0.4,0.2980868832293777,0.4,0.22804827299209318,0.30519675578251726,0.3711442786069653,0.22804827299209318,ambiguity zone,1,0,1,0
budget_23_small_high_cond|barbell-bridge|0,0.6,0.6,0.4,0.4,0.6422830625647007,0.6,0.9488139825218477,0.9318113547611896,0.5144278606965175,0.9488139825218477,information-limited zone,0,1,1,1
budget_23_small_high_cond|barbell-bridge|1,0.6,0.6,0.4,0.4,0.6422830625647007,0.6,0.8655846858094048,0.8026434364674077,0.5174129353233831,0.8655846858094048,information-limited zone,0,1,1,1
budget_23_small_high_cond|barbell-bridge|2,0.8,0.6,0.4,0.4,0.6422830625647007,0.6,0.9696213066999585,0.37819164914388703,0.35721393034825877,0.9696213066999585,information-limited zone,1,1,1,1
budget_23_small_high_cond|barbell-bridge|3,0.6,0.6,0.4,0.4,0.6422830625647007,0.6,0.961298377028714,0.6010814058275757,0.8029850746268656,0.961298377028714,information-limited zone,0,1,1,1
budget_23_small_high_cond|crescent|0,0.4,0.0,0.0,0.0,0.0028077289982173957,0.2,0.20557636287973366,0.11625112646440369,0.2965174129353235,0.20557636287973366,ambiguity zone,0,0,0,0
budget_23_small_high_cond|crescent|1,0.4,0.0,0.0,0.0,0.0028077289982173957,0.2,0.4860590928006658,0.8026434364674074,0.5213930348258707,0.4860590928006658,optimization-limited zone,0,0,0,0
budget_23_small_high_cond|crescent|2,0.4,0.0,0.0,0.0,0.0028077289982173957,0.2,0.47482313774448603,0.06097927305497146,0.0656716417910448,0.47482313774448603,ambiguity zone,0,0,0,0
budget_23_small_high_cond|crescent|3,0.4,0.0,0.0,0.0,0.0028077289982173957,1.0,0.38535164377861003,0.8398918594172423,0.47661691542288553,0.38535164377861003,optimization-limited zone,0,0,0,1
budget_23_small_high_cond|cross-branch|0,0.4,0.4,0.4,0.0,0.02214807865500299,0.4,0.8759883478984604,0.04656052868729347,0.5701492537313432,0.8759883478984604,decision-fragile zone,0,1,0,0
budget_23_small_high_cond|cross-branch|1,0.4,0.4,0.4,0.0,0.02214807865500299,0.8,0.7648772367873493,0.6924001201562029,0.7671641791044777,0.7648772367873493,decision-fragile zone,0,1,0,1
budget_23_small_high_cond|cross-branch|2,0.4,0.4,0.4,0.0,0.02214807865500299,0.4,0.7257594673325011,0.19915890657855206,0.5781094527363185,0.7257594673325011,decision-fragile zone,0,1,0,0
budget_23_small_high_cond|cross-branch|3,0.4,0.4,0.4,0.0,0.02214807865500299,0.8,0.6084061589679568,0.7446680684890357,0.7323383084577114,0.6084061589679568,decision-fragile zone,0,1,0,1
budget_23_small_high_cond|double-loop|0,0.2,0.0,0.0,0.4,0.19642097135121978,0.6,0.07324178110694965,0.5373986182036647,0.28656716417910444,0.07324178110694965,ambiguity zone,0,0,1,1
budget_23_small_high_cond|double-loop|1,0.2,0.0,0.0,0.4,0.19642097135121978,0.6,0.490220557636288,0.08260738960648842,0.272636815920398,0.490220557636288,ambiguity zone,0,0,1,1
budget_23_small_high_cond|double-loop|2,1.0,0.0,0.0,0.4,0.19642097135121978,0.6,0.3645443196004994,0.7939321117452688,0.5124378109452735,0.3645443196004994,optimization-limited zone,1,0,1,1
budget_23_small_high_cond|double-loop|3,0.2,0.0,0.0,0.4,0.19642097135121978,0.6,0.6916354556803995,0.17693000901171524,0.31940298507462694,0.6916354556803995,ambiguity zone,0,0,1,1
budget_23_small_high_cond|mean-reversion|0,0.4,0.0,0.0,0.4,0.27044208618586857,0.6,0.6175613816063255,0.3944127365575247,0.24179104477611935,0.6175613816063255,effective-collapse zone,0,0,1,1
budget_23_small_high_cond|mean-reversion|1,0.4,0.0,0.0,0.4,0.27044208618586857,0.6,0.19642114024136492,0.555722439170922,0.3213930348258708,0.19642114024136492,optimization-limited zone,0,0,1,1
budget_23_small_high_cond|mean-reversion|2,0.8,0.0,0.0,0.4,0.27044208618586857,0.6,0.7573866000832292,0.36377290477620905,0.23283582089552243,0.7573866000832292,effective-collapse zone,1,0,1,1
budget_23_small_high_cond|mean-reversion|3,0.8,0.0,0.0,0.4,0.27044208618586857,0.6,0.6658343736995422,0.6218083508561127,0.4487562189054727,0.6658343736995422,optimization-limited zone,1,0,1,1
budget_23_small_high_cond|multi-hole|0,0.4,0.0,0.0,0.4,0.36528629157551695,0.8,0.5667915106117353,0.1396815860618804,0.3114427860696518,0.5667915106117353,effective-collapse zone,0,0,1,1
budget_23_small_high_cond|multi-hole|1,0.4,0.0,0.0,0.4,0.36528629157551695,0.4,0.7894298793175198,0.6884950435566236,0.7223880597014926,0.7894298793175198,optimization-limited zone,0,0,1,0
budget_23_small_high_cond|multi-hole|2,0.4,0.0,0.0,0.4,0.36528629157551695,0.4,0.455264253017062,0.3325322919795734,0.2965174129353235,0.455264253017062,effective-collapse zone,0,0,1,0
budget_23_small_high_cond|multi-hole|3,0.6,0.0,0.0,0.6,0.5479294373632755,0.4,0.39034540158135667,0.685190747972364,0.5094527363184079,0.39034540158135667,optimization-limited zone,0,0,1,0
budget_23_small_high_cond|nested-rings|0,0.4,0.0,0.0,0.0,0.19478610454870324,0.2,0.5197669579692051,0.06188044457795133,0.31044776119402984,0.5197669579692051,effective-collapse zone,0,0,0,0
budget_23_small_high_cond|nested-rings|1,0.4,0.0,0.0,0.0,0.19478610454870324,1.0,0.6974615064502704,0.7539801742264943,0.5661691542288557,0.6974615064502704,optimization-limited zone,0,0,0,1
budget_23_small_high_cond|nested-rings|2,0.4,0.0,0.0,0.0,0.19478610454870324,0.2,0.6645859342488556,0.09702613397416643,0.3393034825870648,0.6645859342488556,effective-collapse zone,0,0,0,0
budget_23_small_high_cond|nested-rings|3,0.4,0.0,0.0,0.0,0.19478610454870324,0.2,0.4898044111527258,0.6245118654250524,0.4597014925373134,0.4898044111527258,optimization-limited zone,0,0,0,0
budget_23_small_high_cond|pinwheel|0,0.6,0.0,0.0,0.6,0.5479294373632755,0.8,0.6799833541406575,0.41964553920096115,0.8228855721393036,0.6799833541406575,decision-fragile zone,0,0,1,1
budget_23_small_high_cond|pinwheel|1,0.4,0.0,0.0,0.4,0.36528629157551695,0.4,0.4810653349979193,0.5746470411534994,0.8059701492537313,0.4810653349979193,decision-fragile zone,0,0,1,0
budget_23_small_high_cond|pinwheel|2,0.4,0.0,0.0,0.4,0.36528629157551695,0.4,0.7831876820640866,0.5193751877440673,0.8169154228855722,0.7831876820640866,decision-fragile zone,0,0,1,0
