lambda,cost_multiplier,winner,slice
0.126,1.1,moments_only,semi_real
0.126,1.1099999999999999,moments_only,semi_real
0.126,1.12,moments_only,semi_real
0.126,1.13,moments_only,semi_real
0.126,1.1400000000000001,moments_only,semi_real
0.126,1.15,moments_only,semi_real
0.126,1.1600000000000001,moments_only,semi_real
0.126,1.17,moments_only,semi_real
0.126,1.18,moments_only,semi_real
0.126,1.19,moments_only,semi_real
0.126,1.2,moments_only,semi_real
0.126,1.21,moments_only,semi_real
0.126,1.22,moments_only,semi_real
0.126,1.23,moments_only,semi_real
0.126,1.24,moments_only,semi_real
0.126,1.25,moments_only,semi_real
0.126,1.26,moments_only,semi_real
0.126,1.27,moments_only,semi_real
0.126,1.28,moments_only,semi_real
0.126,1.29,moments_only,semi_real
0.126,1.3,moments_only,semi_real
0.126,1.31,moments_only,semi_real
0.126,1.3199999999999998,moments_only,semi_real
0.126,1.33,moments_only,semi_real
0.126,1.3399999999999999,moments_only,semi_real
0.126,1.35,moments_only,semi_real
0.126,1.3599999999999999,moments_only,semi_real
0.126,1.37,moments_only,semi_real
0.126,1.38,moments_only,semi_real
0.126,1.3900000000000001,moments_only,semi_real
0.126,1.4,moments_only,semi_real
0.126,1.4100000000000001,moments_only,semi_real
0.126,1.42,moments_only,semi_real
0.126,1.4300000000000002,moments_only,semi_real
0.126,1.44,moments_only,semi_real
0.126,1.45,moments_only,semi_real
0.126,1.46,moments_only,semi_real
0.126,1.47,moments_only,semi_real
0.126,1.48,moments_only,semi_real
0.126,1.49,moments_only,semi_real
0.126,1.5,moments_only,semi_real
0.126,1.51,moments_only,semi_real
0.126,1.52,moments_only,semi_real
0.126,1.53,moments_only,semi_real
0.126,1.54,moments_only,semi_real
0.126,1.55,moments_only,semi_real
0.126,1.56,moments_only,semi_real
0.126,1.5699999999999998,moments_only,semi_real
0.126,1.58,moments_only,semi_real
0.126,1.5899999999999999,moments_only,semi_real
0.126,1.6,moments_only,semi_real
0.128,0.6,raster,semi_real
0.128,0.61,raster,semi_real
0.128,0.62,raster,semi_real
0.128,0.63,raster,semi_real
0.128,0.64,raster,semi_real
0.128,0.65,raster,semi_real
0.128,0.6599999999999999,raster,semi_real
0.128,0.6699999999999999,raster,semi_real
0.128,0.6799999999999999,raster,semi_real
0.128,0.69,raster,semi_real
0.128,0.7,raster,semi_real
0.128,0.71,raster,semi_real
0.128,0.72,raster,semi_real
0.128,0.73,raster,semi_real
0.128,0.74,raster,semi_real
0.128,0.75,raster,semi_real
0.128,0.76,raster,semi_real
0.128,0.77,raster,semi_real
0.128,0.78,raster,semi_real
0.128,0.79,raster,semi_real
0.128,0.8,raster,semi_real
0.128,0.8099999999999999,raster,semi_real
0.128,0.82,raster,semi_real
0.128,0.83,raster,semi_real
0.128,0.84,raster,semi_real
0.128,0.85,raster,semi_real
0.128,0.86,raster,semi_real
0.128,0.87,raster,semi_real
0.128,0.88,raster,semi_real
0.128,0.8899999999999999,raster,semi_real
0.128,0.8999999999999999,raster,semi_real
0.128,0.9099999999999999,raster,semi_real
0.128,0.9199999999999999,raster,semi_real
0.128,0.9299999999999999,raster,semi_real
0.128,0.94,raster,semi_real
0.128,0.95,raster,semi_real
0.128,0.96,raster,semi_real
0.128,0.97,raster,semi_real
0.128,0.98,raster,semi_real
0.128,0.99,raster,semi_real
0.128,1.0,raster,semi_real
0.128,1.01,raster,semi_real
0.128,1.02,raster,semi_real
0.128,1.03,raster,semi_real
0.128,1.04,moments_only,semi_real
0.128,1.05,moments_only,semi_real
0.128,1.06,moments_only,semi_real
0.128,1.07,moments_only,semi_real
0.128,1.08,moments_only,semi_real
0.128,1.0899999999999999,moments_only,semi_real
0.128,1.1,moments_only,semi_real
0.128,1.1099999999999999,moments_only,semi_real
0.128,1.12,moments_only,semi_real
0.128,1.13,moments_only,semi_real
0.128,1.1400000000000001,moments_only,semi_real
0.128,1.15,moments_only,semi_real
0.128,1.1600000000000001,moments_only,semi_real
0.128,1.17,moments_only,semi_real
0.128,1.18,moments_only,semi_real
0.128,1.19,moments_only,semi_real
0.128,1.2,moments_only,semi_real
0.128,1.21,moments_only,semi_real
0.128,1.22,moments_only,semi_real
0.128,1.23,moments_only,semi_real
0.128,1.24,moments_only,semi_real
0.128,1.25,moments_only,semi_real
0.128,1.26,moments_only,semi_real
0.128,1.27,moments_only,semi_real
0.128,1.28,moments_only,semi_real
0.128,1.29,moments_only,semi_real
0.128,1.3,moments_only,semi_real
0.128,1.31,moments_only,semi_real
0.128,1.3199999999999998,moments_only,semi_real
0.128,1.33,moments_only,semi_real
0.128,1.3399999999999999,moments_only,semi_real
0.128,1.35,moments_only,semi_real
0.128,1.3599999999999999,moments_only,semi_real
0.128,1.37,moments_only,semi_real
0.128,1.38,moments_only,semi_real
0.128,1.3900000000000001,moments_only,semi_real
0.128,1.4,moments_only,semi_real
0.128,1.4100000000000001,moments_only,semi_real
0.128,1.42,moments_only,semi_real
0.128,1.4300000000000002,moments_only,semi_real
0.128,1.44,moments_only,semi_real
0.128,1.45,moments_only,semi_real
0.128,1.46,moments_only,semi_real
0.128,1.47,moments_only,semi_real
0.128,1.48,moments_only,semi_real
0.128,1.49,moments_only,semi_real
0.128,1.5,moments_only,semi_real
0.128,1.51,moments_only,semi_real
0.128,1.52,moments_only,semi_real
0.128,1.53,moments_only,semi_real
0.128,1.54,moments_only,semi_real
0.128,1.55,moments_only,semi_real
0.128,1.56,moments_only,semi_real
0.128,1.5699999999999998,moments_only,semi_real
0.128,1.58,moments_only,semi_real
0.128,1.5899999999999999,moments_only,semi_real
0.128,1.6,moments_only,semi_real
0.13,0.6,raster,semi_real
0.13,0.61,raster,semi_real
0.13,0.62,raster,semi_real
0.13,0.63,raster,semi_real
0.13,0.64,raster,semi_real
0.13,0.65,raster,semi_real
0.13,0.6599999999999999,raster,semi_real
0.13,0.6699999999999999,raster,semi_real
0.13,0.6799999999999999,raster,semi_real
0.13,0.69,raster,semi_real
0.13,0.7,raster,semi_real
0.13,0.71,raster,semi_real
0.13,0.72,raster,semi_real
0.13,0.73,raster,semi_real
0.13,0.74,raster,semi_real
0.13,0.75,raster,semi_real
0.13,0.76,raster,semi_real
0.13,0.77,raster,semi_real
0.13,0.78,raster,semi_real
0.13,0.79,raster,semi_real
0.13,0.8,raster,semi_real
0.13,0.8099999999999999,raster,semi_real
0.13,0.82,raster,semi_real
0.13,0.83,raster,semi_real
0.13,0.84,raster,semi_real
0.13,0.85,raster,semi_real
0.13,0.86,raster,semi_real
0.13,0.87,raster,semi_real
0.13,0.88,raster,semi_real
0.13,0.8899999999999999,raster,semi_real
0.13,0.8999999999999999,raster,semi_real
0.13,0.9099999999999999,raster,semi_real
0.13,0.9199999999999999,raster,semi_real
0.13,0.9299999999999999,raster,semi_real
0.13,0.94,raster,semi_real
0.13,0.95,raster,semi_real
0.13,0.96,raster,semi_real
0.13,0.97,raster,semi_real
0.13,0.98,raster,semi_real
0.13,0.99,raster,semi_real
0.13,1.0,raster,semi_real
0.13,1.01,raster,semi_real
0.13,1.02,moments_only,semi_real
0.13,1.03,moments_only,semi_real
0.13,1.04,moments_only,semi_real
0.13,1.05,moments_only,semi_real
0.13,1.06,moments_only,semi_real
0.13,1.07,moments_only,semi_real
0.13,1.08,moments_only,semi_real
0.13,1.0899999999999999,moments_only,semi_real
0.13,1.1,moments_only,semi_real
0.13,1.1099999999999999,moments_only,semi_real
0.13,1.12,moments_only,semi_real
0.13,1.13,moments_only,semi_real
0.13,1.1400000000000001,moments_only,semi_real
0.13,1.15,moments_only,semi_real
0.13,1.1600000000000001,moments_only,semi_real
0.13,1.17,moments_only,semi_real
0.13,1.18,moments_only,semi_real
0.13,1.19,moments_only,semi_real
0.13,1.2,moments_only,semi_real
0.13,1.21,moments_only,semi_real
0.13,1.22,moments_only,semi_real
0.13,1.23,moments_only,semi_real
0.13,1.24,moments_only,semi_real
0.13,1.25,moments_only,semi_real
0.13,1.26,moments_only,semi_real
0.13,1.27,moments_only,semi_real
0.13,1.28,moments_only,semi_real
0.13,1.29,moments_only,semi_real
0.13,1.3,moments_only,semi_real
0.13,1.31,moments_only,semi_real
0.13,1.3199999999999998,moments_only,semi_real
0.13,1.33,moments_only,semi_real
0.13,1.3399999999999999,moments_only,semi_real
0.13,1.35,moments_only,semi_real
0.13,1.3599999999999999,moments_only,semi_real
0.13,1.37,moments_only,semi_real
0.13,1.38,moments_only,semi_real
0.13,1.3900000000000001,moments_only,semi_real
0.13,1.4,moments_only,semi_real
0.13,1.4100000000000001,moments_only,semi_real
0.13,1.42,moments_only,semi_real
0.13,1.4300000000000002,moments_only,semi_real
0.13,1.44,moments_only,semi_real
0.13,1.45,moments_only,semi_real
0.13,1.46,moments_only,semi_real
0.13,1.47,moments_only,semi_real
0.13,1.48,moments_only,semi_real
0.13,1.49,moments_only,semi_real
0.13,1.5,moments_only,semi_real
0.13,1.51,moments_only,semi_real
0.13,1.52,moments_only,semi_real
0.13,1.53,moments_only,semi_real
0.13,1.54,moments_only,semi_real
0.13,1.55,moments_only,semi_real
0.13,1.56,moments_only,semi_real
0.13,1.5699999999999998,moments_only,semi_real
0.13,1.58,moments_only,semi_real
0.13,1.5899999999999999,moments_only,semi_real
0.13,1.6,moments_only,semi_real
0.132,0.6,raster,semi_real
0.132,0.61,raster,semi_real
0.132,0.62,raster,semi_real
0.132,0.63,raster,semi_real
0.132,0.64,raster,semi_real
0.132,0.65,raster,semi_real
0.132,0.6599999999999999,raster,semi_real
0.132,0.6699999999999999,raster,semi_real
0.132,0.6799999999999999,raster,semi_real
0.132,0.69,raster,semi_real
0.132,0.7,raster,semi_real
0.132,0.71,raster,semi_real
0.132,0.72,raster,semi_real
0.132,0.73,raster,semi_real
0.132,0.74,raster,semi_real
0.132,0.75,raster,semi_real
0.132,0.76,raster,semi_real
0.132,0.77,raster,semi_real
0.132,0.78,raster,semi_real
0.132,0.79,raster,semi_real
0.132,0.8,raster,semi_real
0.132,0.8099999999999999,raster,semi_real
0.132,0.82,raster,semi_real
0.132,0.83,raster,semi_real
0.132,0.84,raster,semi_real
0.132,0.85,raster,semi_real
0.132,0.86,raster,semi_real
0.132,0.87,raster,semi_real
0.132,0.88,raster,semi_real
0.132,0.8899999999999999,raster,semi_real
0.132,0.8999999999999999,raster,semi_real
0.132,0.9099999999999999,raster,semi_real
0.132,0.9199999999999999,raster,semi_real
0.132,0.9299999999999999,raster,semi_real
0.132,0.94,raster,semi_real
0.132,0.95,raster,semi_real
0.132,0.96,raster,semi_real
0.132,0.97,raster,semi_real
0.132,0.98,raster,semi_real
0.132,0.99,raster,semi_real
0.132,1.0,raster,semi_real
0.132,1.01,moments_only,semi_real
0.132,1.02,moments_only,semi_real
0.132,1.03,moments_only,semi_real
0.132,1.04,moments_only,semi_real
0.132,1.05,moments_only,semi_real
0.132,1.06,moments_only,semi_real
0.132,1.07,moments_only,semi_real
0.132,1.08,moments_only,semi_real
0.132,1.0899999999999999,moments_only,semi_real
0.132,1.1,moments_only,semi_real
0.132,1.1099999999999999,moments_only,semi_real
0.132,1.12,moments_only,semi_real
0.132,1.13,moments_only,semi_real
0.132,1.1400000000000001,moments_only,semi_real
0.132,1.15,moments_only,semi_real
0.132,1.1600000000000001,moments_only,semi_real
0.132,1.17,moments_only,semi_real
0.132,1.18,moments_only,semi_real
0.132,1.19,moments_only,semi_real
0.132,1.2,moments_only,semi_real
0.132,1.21,moments_only,semi_real
0.132,1.22,moments_only,semi_real
0.132,1.23,moments_only,semi_real
0.132,1.24,moments_only,semi_real
0.132,1.25,moments_only,semi_real
0.132,1.26,moments_only,semi_real
0.132,1.27,moments_only,semi_real
0.132,1.28,moments_only,semi_real
0.132,1.29,moments_only,semi_real
0.132,1.3,moments_only,semi_real
0.132,1.31,moments_only,semi_real
0.132,1.3199999999999998,moments_only,semi_real
0.132,1.33,moments_only,semi_real
0.132,1.3399999999999999,moments_only,semi_real
0.132,1.35,moments_only,semi_real
0.132,1.3599999999999999,moments_only,semi_real
0.132,1.37,moments_only,semi_real
0.132,1.38,moments_only,semi_real
0.132,1.3900000000000001,moments_only,semi_real
0.132,1.4,moments_only,semi_real
0.132,1.4100000000000001,moments_only,semi_real
0.132,1.42,moments_only,semi_real
0.132,1.4300000000000002,moments_only,semi_real
0.132,1.44,moments_only,semi_real
0.132,1.45,moments_only,semi_real
0.132,1.46,moments_only,semi_real
0.132,1.47,moments_only,semi_real
0.132,1.48,moments_only,semi_real
0.132,1.49,moments_only,semi_real
0.132,1.5,moments_only,semi_real
0.132,1.51,moments_only,semi_real
0.132,1.52,moments_only,semi_real
0.132,1.53,moments_only,semi_real
0.132,1.54,moments_only,semi_real
0.132,1.55,moments_only,semi_real
0.132,1.56,moments_only,semi_real
0.132,1.5699999999999998,moments_only,semi_real
0.132,1.58,moments_only,semi_real
0.132,1.5899999999999999,moments_only,semi_real
0.132,1.6,moments_only,semi_real
0.134,0.6,raster,semi_real
0.134,0.61,raster,semi_real
0.134,0.62,raster,semi_real
0.134,0.63,raster,semi_real
0.134,0.64,raster,semi_real
0.134,0.65,raster,semi_real
0.134,0.6599999999999999,raster,semi_real
0.134,0.6699999999999999,raster,semi_real
0.134,0.6799999999999999,raster,semi_real
0.134,0.69,raster,semi_real
0.134,0.7,raster,semi_real
0.134,0.71,raster,semi_real
0.134,0.72,raster,semi_real
0.134,0.73,raster,semi_real
0.134,0.74,raster,semi_real
0.134,0.75,raster,semi_real
0.134,0.76,raster,semi_real
0.134,0.77,raster,semi_real
0.134,0.78,raster,semi_real
0.134,0.79,raster,semi_real
0.134,0.8,raster,semi_real
0.134,0.8099999999999999,raster,semi_real
0.134,0.82,raster,semi_real
0.134,0.83,raster,semi_real
0.134,0.84,raster,semi_real
0.134,0.85,raster,semi_real
0.134,0.86,raster,semi_real
0.134,0.87,raster,semi_real
0.134,0.88,raster,semi_real
0.134,0.8899999999999999,raster,semi_real
0.134,0.8999999999999999,raster,semi_real
0.134,0.9099999999999999,raster,semi_real
0.134,0.9199999999999999,raster,semi_real
0.134,0.9299999999999999,raster,semi_real
0.134,0.94,raster,semi_real
0.134,0.95,raster,semi_real
0.134,0.96,raster,semi_real
0.134,0.97,raster,semi_real
0.134,0.98,raster,semi_real
0.134,0.99,moments_only,semi_real
0.134,1.0,moments_only,semi_real
0.134,1.01,moments_only,semi_real
0.134,1.02,moments_only,semi_real
0.134,1.03,moments_only,semi_real
0.134,1.04,moments_only,semi_real
0.134,1.05,moments_only,semi_real
0.134,1.06,moments_only,semi_real
0.134,1.07,moments_only,semi_real
0.134,1.08,moments_only,semi_real
0.134,1.0899999999999999,moments_only,semi_real
0.134,1.1,moments_only,semi_real
0.134,1.1099999999999999,moments_only,semi_real
0.134,1.12,moments_only,semi_real
0.134,1.13,moments_only,semi_real
0.134,1.1400000000000001,moments_only,semi_real
0.134,1.15,moments_only,semi_real
0.134,1.1600000000000001,moments_only,semi_real
0.134,1.17,moments_only,semi_real
0.134,1.18,moments_only,semi_real
0.134,1.19,moments_only,semi_real
0.134,1.2,moments_only,semi_real
0.134,1.21,moments_only,semi_real
0.134,1.22,moments_only,semi_real
0.134,1.23,moments_only,semi_real
0.134,1.24,moments_only,semi_real
0.134,1.25,moments_only,semi_real
0.134,1.26,moments_only,semi_real
0.134,1.27,moments_only,semi_real
0.134,1.28,moments_only,semi_real
0.134,1.29,moments_only,semi_real
0.134,1.3,moments_only,semi_real
0.134,1.31,moments_only,semi_real
0.134,1.3199999999999998,moments_only,semi_real
0.134,1.33,moments_only,semi_real
0.134,1.3399999999999999,moments_only,semi_real
0.134,1.35,moments_only,semi_real
0.134,1.3599999999999999,moments_only,semi_real
0.134,1.37,moments_only,semi_real
0.134,1.38,moments_only,semi_real
0.134,1.3900000000000001,moments_only,semi_real
0.134,1.4,moments_only,semi_real
0.134,1.4100000000000001,moments_only,semi_real
0.134,1.42,moments_only,semi_real
0.134,1.4300000000000002,moments_only,semi_real
0.134,1.44,moments_only,semi_real
0.134,1.45,moments_only,semi_real
0.134,1.46,moments_only,semi_real
0.134,1.47,moments_only,semi_real
0.134,1.48,moments_only,semi_real
0.134,1.49,moments_only,semi_real
0.134,1.5,moments_only,semi_real
0.134,1.51,moments_only,semi_real
0.134,1.52,moments_only,semi_real
0.134,1.53,moments_only,semi_real
0.134,1.54,moments_only,semi_real
0.134,1.55,moments_only,semi_real
0.134,1.56,moments_only,semi_real
0.134,1.5699999999999998,moments_only,semi_real
0.134,1.58,moments_only,semi_real
0.134,1.5899999999999999,moments_only,semi_real
0.134,1.6,moments_only,semi_real
0.136,0.6,raster,semi_real
0.136,0.61,raster,semi_real
0.136,0.62,raster,semi_real
0.136,0.63,raster,semi_real
0.136,0.64,raster,semi_real
0.136,0.65,raster,semi_real
0.136,0.6599999999999999,raster,semi_real
0.136,0.6699999999999999,raster,semi_real
0.136,0.6799999999999999,raster,semi_real
0.136,0.69,raster,semi_real
0.136,0.7,raster,semi_real
0.136,0.71,raster,semi_real
0.136,0.72,raster,semi_real
0.136,0.73,raster,semi_real
0.136,0.74,raster,semi_real
0.136,0.75,raster,semi_real
0.136,0.76,raster,semi_real
0.136,0.77,raster,semi_real
0.136,0.78,raster,semi_real
0.136,0.79,raster,semi_real
0.136,0.8,raster,semi_real
0.136,0.8099999999999999,raster,semi_real
0.136,0.82,raster,semi_real
0.136,0.83,raster,semi_real
0.136,0.84,raster,semi_real
0.136,0.85,raster,semi_real
0.136,0.86,raster,semi_real
0.136,0.87,raster,semi_real
0.136,0.88,raster,semi_real
0.136,0.8899999999999999,raster,semi_real
0.136,0.8999999999999999,raster,semi_real
0.136,0.9099999999999999,raster,semi_real
0.136,0.9199999999999999,raster,semi_real
0.136,0.9299999999999999,raster,semi_real
0.136,0.94,raster,semi_real
0.136,0.95,raster,semi_real
0.136,0.96,raster,semi_real
0.136,0.97,raster,semi_real
0.136,0.98,moments_only,semi_real
0.136,0.99,moments_only,semi_real
0.136,1.0,moments_only,semi_real
0.136,1.01,moments_only,semi_real
0.136,1.02,moments_only,semi_real
0.136,1.03,moments_only,semi_real
0.136,1.04,moments_only,semi_real
0.136,1.05,moments_only,semi_real
0.136,1.06,moments_only,semi_real
0.136,1.07,moments_only,semi_real
0.136,1.08,moments_only,semi_real
0.136,1.0899999999999999,moments_only,semi_real
0.136,1.1,moments_only,semi_real
0.136,1.1099999999999999,moments_only,semi_real
0.136,1.12,moments_only,semi_real
0.136,1.13,moments_only,semi_real
0.136,1.1400000000000001,moments_only,semi_real
0.136,1.15,moments_only,semi_real
0.136,1.1600000000000001,moments_only,semi_real
0.136,1.17,moments_only,semi_real
0.136,1.18,moments_only,semi_real
0.136,1.19,moments_only,semi_real
0.136,1.2,moments_only,semi_real
0.136,1.21,moments_only,semi_real
0.136,1.22,moments_only,semi_real
0.136,1.23,moments_only,semi_real
0.136,1.24,moments_only,semi_real
0.136,1.25,moments_only,semi_real
0.136,1.26,moments_only,semi_real
0.136,1.27,moments_only,semi_real
0.136,1.28,moments_only,semi_real
0.136,1.29,moments_only,semi_real
0.136,1.3,moments_only,semi_real
0.136,1.31,moments_only,semi_real
0.136,1.3199999999999998,moments_only,semi_real
0.136,1.33,moments_only,semi_real
0.136,1.3399999999999999,moments_only,semi_real
0.136,1.35,moments_only,semi_real
0.136,1.3599999999999999,moments_only,semi_real
0.136,1.37,moments_only,semi_real
0.136,1.38,moments_only,semi_real
0.136,1.3900000000000001,moments_only,semi_real
0.136,1.4,moments_only,semi_real
0.136,1.4100000000000001,moments_only,semi_real
0.136,1.42,moments_only,semi_real
0.136,1.4300000000000002,moments_only,semi_real
0.136,1.44,moments_only,semi_real
0.136,1.45,moments_only,semi_real
0.136,1.46,moments_only,semi_real
0.136,1.47,moments_only,semi_real
0.136,1.48,moments_only,semi_real
0.136,1.49,moments_only,semi_real
0.136,1.5,moments_only,semi_real
0.136,1.51,moments_only,semi_real
0.136,1.52,moments_only,semi_real
0.136,1.53,moments_only,semi_real
0.136,1.54,moments_only,semi_real
0.136,1.55,moments_only,semi_real
0.136,1.56,moments_only,semi_real
0.136,1.5699999999999998,moments_only,semi_real
0.136,1.58,moments_only,semi_real
0.136,1.5899999999999999,moments_only,semi_real
0.136,1.6,moments_only,semi_real
0.138,0.6,raster,semi_real
0.138,0.61,raster,semi_real
0.138,0.62,raster,semi_real
0.138,0.63,raster,semi_real
0.138,0.64,raster,semi_real
0.138,0.65,raster,semi_real
0.138,0.6599999999999999,raster,semi_real
0.138,0.6699999999999999,raster,semi_real
0.138,0.6799999999999999,raster,semi_real
0.138,0.69,raster,semi_real
0.138,0.7,raster,semi_real
0.138,0.71,raster,semi_real
0.138,0.72,raster,semi_real
0.138,0.73,raster,semi_real
0.138,0.74,raster,semi_real
0.138,0.75,raster,semi_real
0.138,0.76,raster,semi_real
0.138,0.77,raster,semi_real
0.138,0.78,raster,semi_real
0.138,0.79,raster,semi_real
0.138,0.8,raster,semi_real
0.138,0.8099999999999999,raster,semi_real
0.138,0.82,raster,semi_real
0.138,0.83,raster,semi_real
0.138,0.84,raster,semi_real
0.138,0.85,raster,semi_real
0.138,0.86,raster,semi_real
0.138,0.87,raster,semi_real
0.138,0.88,raster,semi_real
0.138,0.8899999999999999,raster,semi_real
0.138,0.8999999999999999,raster,semi_real
0.138,0.9099999999999999,raster,semi_real
0.138,0.9199999999999999,raster,semi_real
0.138,0.9299999999999999,raster,semi_real
0.138,0.94,raster,semi_real
0.138,0.95,raster,semi_real
0.138,0.96,moments_only,semi_real
0.138,0.97,moments_only,semi_real
0.138,0.98,moments_only,semi_real
0.138,0.99,moments_only,semi_real
0.138,1.0,moments_only,semi_real
0.138,1.01,moments_only,semi_real
0.138,1.02,moments_only,semi_real
0.138,1.03,moments_only,semi_real
0.138,1.04,moments_only,semi_real
0.138,1.05,moments_only,semi_real
0.138,1.06,moments_only,semi_real
0.138,1.07,moments_only,semi_real
0.138,1.08,moments_only,semi_real
0.138,1.0899999999999999,moments_only,semi_real
0.138,1.1,moments_only,semi_real
0.138,1.1099999999999999,moments_only,semi_real
0.138,1.12,moments_only,semi_real
0.138,1.13,moments_only,semi_real
0.138,1.1400000000000001,moments_only,semi_real
0.138,1.15,moments_only,semi_real
0.138,1.1600000000000001,moments_only,semi_real
0.138,1.17,moments_only,semi_real
0.138,1.18,moments_only,semi_real
0.138,1.19,moments_only,semi_real
0.138,1.2,moments_only,semi_real
0.138,1.21,moments_only,semi_real
0.138,1.22,moments_only,semi_real
0.138,1.23,moments_only,semi_real
0.138,1.24,moments_only,semi_real
0.138,1.25,moments_only,semi_real
0.138,1.26,moments_only,semi_real
0.138,1.27,moments_only,semi_real
0.138,1.28,moments_only,semi_real
0.138,1.29,moments_only,semi_real
0.138,1.3,moments_only,semi_real
0.138,1.31,moments_only,semi_real
0.138,1.3199999999999998,moments_only,semi_real
0.138,1.33,moments_only,semi_real
0.138,1.3399999999999999,moments_only,semi_real
0.138,1.35,moments_only,semi_real
0.138,1.3599999999999999,moments_only,semi_real
0.138,1.37,moments_only,semi_real
0.138,1.38,moments_only,semi_real
0.138,1.3900000000000001,moments_only,semi_real
0.138,1.4,moments_only,semi_real
0.138,1.4100000000000001,moments_only,semi_real
0.138,1.42,moments_only,semi_real
0.138,1.4300000000000002,moments_only,semi_real
0.138,1.44,moments_only,semi_real
0.138,1.45,moments_only,semi_real
0.138,1.46,moments_only,semi_real
0.138,1.47,moments_only,semi_real
0.138,1.48,moments_only,semi_real
0.138,1.49,moments_only,semi_real
0.138,1.5,moments_only,semi_real
0.138,1.51,moments_only,semi_real
0.138,1.52,moments_only,semi_real
0.138,1.53,moments_only,semi_real
0.138,1.54,moments_only,semi_real
0.138,1.55,moments_only,semi_real
0.138,1.56,moments_only,semi_real
0.138,1.5699999999999998,moments_only,semi_real
0.138,1.58,moments_only,semi_real
0.138,1.5899999999999999,moments_only,semi_real
0.138,1.6,moments_only,semi_real
0.14,0.6,raster,semi_real
0.14,0.61,raster,semi_real
0.14,0.62,raster,semi_real
0.14,0.63,raster,semi_real
0.14,0.64,raster,semi_real
0.14,0.65,raster,semi_real
0.14,0.6599999999999999,raster,semi_real
0.14,0.6699999999999999,raster,semi_real
0.14,0.6799999999999999,raster,semi_real
0.14,0.69,raster,semi_real
0.14,0.7,raster,semi_real
0.14,0.71,raster,semi_real
0.14,0.72,raster,semi_real
0.14,0.73,raster,semi_real
0.14,0.74,raster,semi_real
0.14,0.75,raster,semi_real
0.14,0.76,raster,semi_real
0.14,0.77,raster,semi_real
0.14,0.78,raster,semi_real
0.14,0.79,raster,semi_real
0.14,0.8,raster,semi_real
0.14,0.8099999999999999,raster,semi_real
0.14,0.82,raster,semi_real
0.14,0.83,raster,semi_real
0.14,0.84,raster,semi_real
0.14,0.85,raster,semi_real
0.14,0.86,raster,semi_real
0.14,0.87,raster,semi_real
0.14,0.88,raster,semi_real
0.14,0.8899999999999999,raster,semi_real
0.14,0.8999999999999999,raster,semi_real
0.14,0.9099999999999999,raster,semi_real
0.14,0.9199999999999999,raster,semi_real
0.14,0.9299999999999999,raster,semi_real
0.14,0.94,raster,semi_real
0.14,0.95,moments_only,semi_real
0.14,0.96,moments_only,semi_real
0.14,0.97,moments_only,semi_real
0.14,0.98,moments_only,semi_real
0.14,0.99,moments_only,semi_real
0.14,1.0,moments_only,semi_real
0.14,1.01,moments_only,semi_real
0.14,1.02,moments_only,semi_real
0.14,1.03,moments_only,semi_real
0.14,1.04,moments_only,semi_real
0.14,1.05,moments_only,semi_real
0.14,1.06,moments_only,semi_real
0.14,1.07,moments_only,semi_real
0.14,1.08,moments_only,semi_real
0.14,1.0899999999999999,moments_only,semi_real
0.14,1.1,moments_only,semi_real
0.14,1.1099999999999999,moments_only,semi_real
0.14,1.12,moments_only,semi_real
0.14,1.13,moments_only,semi_real
0.14,1.1400000000000001,moments_only,semi_real
0.14,1.15,moments_only,semi_real
0.14,1.1600000000000001,moments_only,semi_real
0.14,1.17,moments_only,semi_real
0.14,1.18,moments_only,semi_real
0.14,1.19,moments_only,semi_real
0.14,1.2,moments_only,semi_real
0.14,1.21,moments_only,semi_real
0.14,1.22,moments_only,semi_real
0.14,1.23,moments_only,semi_real
0.14,1.24,moments_only,semi_real
0.14,1.25,moments_only,semi_real
0.14,1.26,moments_only,semi_real
0.14,1.27,moments_only,semi_real
0.14,1.28,moments_only,semi_real
0.14,1.29,moments_only,semi_real
0.14,1.3,moments_only,semi_real
0.14,1.31,moments_only,semi_real
0.14,1.3199999999999998,moments_only,semi_real
0.14,1.33,moments_only,semi_real
0.14,1.3399999999999999,moments_only,semi_real
0.14,1.35,moments_only,semi_real
0.14,1.3599999999999999,moments_only,semi_real
0.14,1.37,moments_only,semi_real
0.14,1.38,moments_only,semi_real
0.14,1.3900000000000001,moments_only,semi_real
0.14,1.4,moments_only,semi_real
0.14,1.4100000000000001,moments_only,semi_real
0.14,1.42,moments_only,semi_real
0.14,1.4300000000000002,moments_only,semi_real
0.14,1.44,moments_only,semi_real
0.14,1.45,moments_only,semi_real
0.14,1.46,moments_only,semi_real
0.14,1.47,moments_only,semi_real
0.14,1.48,moments_only,semi_real
0.14,1.49,moments_only,semi_real
0.14,1.5,moments_only,semi_real
0.14,1.51,moments_only,semi_real
0.14,1.52,moments_only,semi_real
0.14,1.53,moments_only,semi_real
0.14,1.54,moments_only,semi_real
0.14,1.55,moments_only,semi_real
0.14,1.56,moments_only,semi_real
0.14,1.5699999999999998,moments_only,semi_real
0.14,1.58,moments_only,semi_real
0.14,1.5899999999999999,moments_only,semi_real
0.14,1.6,moments_only,semi_real
0.14200000000000002,0.6,raster,semi_real
0.14200000000000002,0.61,raster,semi_real
0.14200000000000002,0.62,raster,semi_real
0.14200000000000002,0.63,raster,semi_real
