representation,query_index,neighbor_rank,distance,query_budget,query_family,query_seed,neighbor_budget,neighbor_family,neighbor_seed,action_disagree,view_disagree,family_disagree,phase_disagree
Base summary,296,3,2.161255020637973e-08,budget_24_rotated_slender,mean-reversion,0,budget_24_rotated_slender,mean-reversion,1,0.0,0.0,0.0,1.0
Base summary,296,4,1.7972908901492569e-07,budget_24_rotated_slender,mean-reversion,0,budget_24_rotated_slender,volatility-clustering,1,1.0,1.0,1.0,1.0
Base summary,296,5,2.1572147466076395e-07,budget_24_rotated_slender,mean-reversion,0,budget_24_rotated_slender,volatility-clustering,0,1.0,1.0,1.0,1.0
Base summary,296,6,2.1673691776158438e-07,budget_24_rotated_slender,mean-reversion,0,budget_24_rotated_slender,volatility-clustering,3,1.0,1.0,1.0,1.0
Base summary,296,7,2.2635606104658012e-07,budget_24_rotated_slender,mean-reversion,0,budget_24_rotated_slender,double-loop,1,1.0,1.0,1.0,0.0
Base summary,296,8,2.305030685718848e-07,budget_24_rotated_slender,mean-reversion,0,budget_24_rotated_slender,double-loop,2,1.0,1.0,1.0,1.0
Base summary,296,9,2.325655100837273e-07,budget_24_rotated_slender,mean-reversion,0,budget_24_rotated_slender,double-loop,3,1.0,1.0,1.0,0.0
Base summary,296,10,2.3307408538137018e-07,budget_24_rotated_slender,mean-reversion,0,budget_24_rotated_slender,double-loop,0,1.0,1.0,1.0,0.0
Base summary,297,1,1.1034107221517865e-08,budget_24_rotated_slender,mean-reversion,1,budget_24_rotated_slender,mean-reversion,3,0.0,0.0,0.0,0.0
Base summary,297,2,2.161255020637973e-08,budget_24_rotated_slender,mean-reversion,1,budget_24_rotated_slender,mean-reversion,0,0.0,0.0,0.0,1.0
Base summary,297,3,3.295670609325602e-08,budget_24_rotated_slender,mean-reversion,1,budget_24_rotated_slender,mean-reversion,2,1.0,1.0,0.0,1.0
Base summary,297,4,1.5813947901739872e-07,budget_24_rotated_slender,mean-reversion,1,budget_24_rotated_slender,volatility-clustering,1,1.0,1.0,1.0,1.0
Base summary,297,5,1.9412365867992433e-07,budget_24_rotated_slender,mean-reversion,1,budget_24_rotated_slender,volatility-clustering,0,1.0,1.0,1.0,1.0
Base summary,297,6,1.9512975202095718e-07,budget_24_rotated_slender,mean-reversion,1,budget_24_rotated_slender,volatility-clustering,3,1.0,1.0,1.0,1.0
Base summary,297,7,2.0477350996453709e-07,budget_24_rotated_slender,mean-reversion,1,budget_24_rotated_slender,double-loop,1,1.0,1.0,1.0,1.0
Base summary,297,8,2.0892308562382975e-07,budget_24_rotated_slender,mean-reversion,1,budget_24_rotated_slender,double-loop,2,1.0,1.0,1.0,0.0
Base summary,297,9,2.1098578367020988e-07,budget_24_rotated_slender,mean-reversion,1,budget_24_rotated_slender,double-loop,3,1.0,1.0,1.0,1.0
Base summary,297,10,2.114925195126696e-07,budget_24_rotated_slender,mean-reversion,1,budget_24_rotated_slender,double-loop,0,1.0,1.0,1.0,1.0
Base summary,298,1,1.1518548024659264e-08,budget_24_rotated_slender,mean-reversion,2,budget_24_rotated_slender,mean-reversion,0,1.0,1.0,0.0,0.0
Base summary,298,2,2.1935467976963517e-08,budget_24_rotated_slender,mean-reversion,2,budget_24_rotated_slender,mean-reversion,3,1.0,1.0,0.0,1.0
Base summary,298,3,3.295670609325602e-08,budget_24_rotated_slender,mean-reversion,2,budget_24_rotated_slender,mean-reversion,1,1.0,1.0,0.0,1.0
Base summary,298,4,1.9108547486650729e-07,budget_24_rotated_slender,mean-reversion,2,budget_24_rotated_slender,volatility-clustering,1,0.0,0.0,1.0,1.0
Base summary,298,5,2.2706203897702035e-07,budget_24_rotated_slender,mean-reversion,2,budget_24_rotated_slender,volatility-clustering,0,0.0,0.0,1.0,1.0
Base summary,298,6,2.2803864642695467e-07,budget_24_rotated_slender,mean-reversion,2,budget_24_rotated_slender,volatility-clustering,3,1.0,0.0,1.0,1.0
Base summary,298,7,2.3760497261541303e-07,budget_24_rotated_slender,mean-reversion,2,budget_24_rotated_slender,double-loop,1,0.0,0.0,1.0,0.0
Base summary,298,8,2.417501676296982e-07,budget_24_rotated_slender,mean-reversion,2,budget_24_rotated_slender,double-loop,2,1.0,0.0,1.0,1.0
Base summary,298,9,2.4379554962567677e-07,budget_24_rotated_slender,mean-reversion,2,budget_24_rotated_slender,double-loop,3,0.0,0.0,1.0,0.0
Base summary,298,10,2.443232266452674e-07,budget_24_rotated_slender,mean-reversion,2,budget_24_rotated_slender,double-loop,0,0.0,0.0,1.0,0.0
Base summary,299,1,1.0610518286055355e-08,budget_24_rotated_slender,mean-reversion,3,budget_24_rotated_slender,mean-reversion,0,0.0,0.0,0.0,1.0
Base summary,299,2,1.1034107221517865e-08,budget_24_rotated_slender,mean-reversion,3,budget_24_rotated_slender,mean-reversion,1,0.0,0.0,0.0,0.0
Base summary,299,3,2.1935467976963517e-08,budget_24_rotated_slender,mean-reversion,3,budget_24_rotated_slender,mean-reversion,2,1.0,1.0,0.0,1.0
Base summary,299,4,1.6917189964858928e-07,budget_24_rotated_slender,mean-reversion,3,budget_24_rotated_slender,volatility-clustering,1,1.0,1.0,1.0,1.0
Base summary,299,5,2.0515436331197328e-07,budget_24_rotated_slender,mean-reversion,3,budget_24_rotated_slender,volatility-clustering,0,1.0,1.0,1.0,1.0
Base summary,299,6,2.0615085634896517e-07,budget_24_rotated_slender,mean-reversion,3,budget_24_rotated_slender,volatility-clustering,3,1.0,1.0,1.0,1.0
Base summary,299,7,2.157605007709514e-07,budget_24_rotated_slender,mean-reversion,3,budget_24_rotated_slender,double-loop,1,1.0,1.0,1.0,1.0
Base summary,299,8,2.1990795835954068e-07,budget_24_rotated_slender,mean-reversion,3,budget_24_rotated_slender,double-loop,2,1.0,1.0,1.0,0.0
Base summary,299,9,2.2196684772776318e-07,budget_24_rotated_slender,mean-reversion,3,budget_24_rotated_slender,double-loop,3,1.0,1.0,1.0,1.0
Base summary,299,10,2.2247897142715815e-07,budget_24_rotated_slender,mean-reversion,3,budget_24_rotated_slender,double-loop,0,1.0,1.0,1.0,1.0
Base summary,300,1,2.0930976998255876e-09,budget_24_rotated_slender,multi-hole,0,budget_24_rotated_slender,multi-hole,2,0.0,0.0,0.0,0.0
Base summary,300,2,2.2105256483848584e-09,budget_24_rotated_slender,multi-hole,0,budget_24_rotated_slender,pinwheel,0,1.0,0.0,1.0,0.0
Base summary,300,3,3.812679114759136e-09,budget_24_rotated_slender,multi-hole,0,budget_24_rotated_slender,pinwheel,2,0.0,1.0,1.0,0.0
Base summary,300,4,5.512764765598645e-09,budget_24_rotated_slender,multi-hole,0,budget_24_rotated_slender,pinwheel,3,0.0,1.0,1.0,1.0
Base summary,300,5,5.8056270808475025e-09,budget_24_rotated_slender,multi-hole,0,budget_24_rotated_slender,multi-hole,3,0.0,0.0,0.0,1.0
Base summary,300,6,8.223181065423334e-09,budget_24_rotated_slender,multi-hole,0,budget_24_rotated_slender,pinwheel,1,1.0,0.0,1.0,1.0
Base summary,300,7,8.74464305366718e-09,budget_24_rotated_slender,multi-hole,0,budget_24_rotated_slender,multi-hole,1,0.0,0.0,0.0,1.0
Base summary,300,8,2.6903605987284547e-08,budget_24_rotated_slender,multi-hole,0,budget_24_rotated_slender,spiral,0,1.0,0.0,1.0,0.0
Base summary,300,9,2.712014290592608e-08,budget_24_rotated_slender,multi-hole,0,budget_24_rotated_slender,spiral,1,0.0,1.0,1.0,0.0
Base summary,300,10,2.878761201532931e-08,budget_24_rotated_slender,multi-hole,0,budget_24_rotated_slender,nested-rings,1,1.0,0.0,1.0,1.0
Base summary,301,1,8.74464305366718e-09,budget_24_rotated_slender,multi-hole,1,budget_24_rotated_slender,multi-hole,0,0.0,0.0,0.0,1.0
Base summary,301,2,9.898114411823477e-09,budget_24_rotated_slender,multi-hole,1,budget_24_rotated_slender,pinwheel,0,1.0,0.0,1.0,1.0
Base summary,301,3,1.039459917445793e-08,budget_24_rotated_slender,multi-hole,1,budget_24_rotated_slender,multi-hole,2,0.0,0.0,0.0,1.0
Base summary,301,4,1.1167444186908066e-08,budget_24_rotated_slender,multi-hole,1,budget_24_rotated_slender,pinwheel,2,0.0,1.0,1.0,1.0
Base summary,301,5,1.3686476797228922e-08,budget_24_rotated_slender,multi-hole,1,budget_24_rotated_slender,pinwheel,3,0.0,1.0,1.0,0.0
Base summary,301,6,1.4293666507047774e-08,budget_24_rotated_slender,multi-hole,1,budget_24_rotated_slender,multi-hole,3,0.0,0.0,0.0,0.0
Base summary,301,7,1.6614057285830468e-08,budget_24_rotated_slender,multi-hole,1,budget_24_rotated_slender,pinwheel,1,1.0,0.0,1.0,0.0
Base summary,301,8,2.018955235855787e-08,budget_24_rotated_slender,multi-hole,1,budget_24_rotated_slender,nested-rings,1,1.0,0.0,1.0,0.0
Base summary,301,9,2.2044629041219218e-08,budget_24_rotated_slender,multi-hole,1,budget_24_rotated_slender,nested-rings,0,0.0,1.0,1.0,1.0
Base summary,301,10,2.40789453084847e-08,budget_24_rotated_slender,multi-hole,1,budget_24_rotated_slender,nested-rings,3,1.0,0.0,1.0,0.0
Base summary,302,1,2.0930976998255876e-09,budget_24_rotated_slender,multi-hole,2,budget_24_rotated_slender,multi-hole,0,0.0,0.0,0.0,0.0
Base summary,302,2,3.43927458675077e-09,budget_24_rotated_slender,multi-hole,2,budget_24_rotated_slender,pinwheel,0,1.0,0.0,1.0,0.0
Base summary,302,3,3.928320475371268e-09,budget_24_rotated_slender,multi-hole,2,budget_24_rotated_slender,multi-hole,3,0.0,0.0,0.0,1.0
Base summary,302,4,4.477350055933787e-09,budget_24_rotated_slender,multi-hole,2,budget_24_rotated_slender,pinwheel,2,0.0,1.0,1.0,0.0
Base summary,302,5,5.248250371668838e-09,budget_24_rotated_slender,multi-hole,2,budget_24_rotated_slender,pinwheel,3,0.0,1.0,1.0,1.0
Base summary,302,6,7.462486591077486e-09,budget_24_rotated_slender,multi-hole,2,budget_24_rotated_slender,pinwheel,1,1.0,0.0,1.0,1.0
Base summary,302,7,1.039459917445793e-08,budget_24_rotated_slender,multi-hole,2,budget_24_rotated_slender,multi-hole,1,0.0,0.0,0.0,1.0
Base summary,302,8,2.547513022542571e-08,budget_24_rotated_slender,multi-hole,2,budget_24_rotated_slender,spiral,0,1.0,0.0,1.0,0.0
Base summary,302,9,2.5805390760528897e-08,budget_24_rotated_slender,multi-hole,2,budget_24_rotated_slender,spiral,1,0.0,1.0,1.0,0.0
Base summary,302,10,2.799921957123477e-08,budget_24_rotated_slender,multi-hole,2,budget_24_rotated_slender,spiral,3,0.0,1.0,1.0,1.0
Base summary,303,1,3.928320475371268e-09,budget_24_rotated_slender,multi-hole,3,budget_24_rotated_slender,multi-hole,2,0.0,0.0,0.0,1.0
Base summary,303,2,4.8434343382729465e-09,budget_24_rotated_slender,multi-hole,3,budget_24_rotated_slender,pinwheel,3,0.0,1.0,1.0,0.0
Base summary,303,3,5.3593799363338105e-09,budget_24_rotated_slender,multi-hole,3,budget_24_rotated_slender,pinwheel,1,1.0,0.0,1.0,0.0
Base summary,303,4,5.8056270808475025e-09,budget_24_rotated_slender,multi-hole,3,budget_24_rotated_slender,multi-hole,0,0.0,0.0,0.0,1.0
Base summary,303,5,6.001617985624185e-09,budget_24_rotated_slender,multi-hole,3,budget_24_rotated_slender,pinwheel,2,0.0,1.0,1.0,1.0
Base summary,303,6,6.027246469621627e-09,budget_24_rotated_slender,multi-hole,3,budget_24_rotated_slender,pinwheel,0,1.0,0.0,1.0,1.0
Base summary,303,7,1.4293666507047774e-08,budget_24_rotated_slender,multi-hole,3,budget_24_rotated_slender,multi-hole,1,0.0,0.0,0.0,0.0
Base summary,303,8,2.1734519362962824e-08,budget_24_rotated_slender,multi-hole,3,budget_24_rotated_slender,spiral,0,1.0,0.0,1.0,1.0
Base summary,303,9,2.2172855600716563e-08,budget_24_rotated_slender,multi-hole,3,budget_24_rotated_slender,spiral,1,0.0,1.0,1.0,1.0
Base summary,303,10,2.4166093770096918e-08,budget_24_rotated_slender,multi-hole,3,budget_24_rotated_slender,spiral,3,0.0,1.0,1.0,0.0
Base summary,304,1,3.4065500193250815e-09,budget_24_rotated_slender,nested-rings,0,budget_24_rotated_slender,nested-rings,3,1.0,1.0,0.0,1.0
Base summary,304,2,3.788791716526462e-09,budget_24_rotated_slender,nested-rings,0,budget_24_rotated_slender,nested-rings,2,1.0,1.0,0.0,0.0
Base summary,304,3,3.819160425252781e-09,budget_24_rotated_slender,nested-rings,0,budget_24_rotated_slender,nested-rings,1,1.0,1.0,0.0,1.0
Base summary,304,4,2.2044629041219218e-08,budget_24_rotated_slender,nested-rings,0,budget_24_rotated_slender,multi-hole,1,0.0,1.0,1.0,1.0
Base summary,304,5,3.0764610381898065e-08,budget_24_rotated_slender,nested-rings,0,budget_24_rotated_slender,multi-hole,0,0.0,1.0,1.0,0.0
Base summary,304,6,3.1827385069617484e-08,budget_24_rotated_slender,nested-rings,0,budget_24_rotated_slender,pinwheel,0,1.0,1.0,1.0,0.0
Base summary,304,7,3.2324472184381586e-08,budget_24_rotated_slender,nested-rings,0,budget_24_rotated_slender,multi-hole,2,0.0,1.0,1.0,0.0
Base summary,304,8,3.3013018686922477e-08,budget_24_rotated_slender,nested-rings,0,budget_24_rotated_slender,pinwheel,2,0.0,0.0,1.0,0.0
Base summary,304,9,3.5613654061209915e-08,budget_24_rotated_slender,nested-rings,0,budget_24_rotated_slender,pinwheel,3,0.0,0.0,1.0,1.0
Base summary,304,10,3.620030895172385e-08,budget_24_rotated_slender,nested-rings,0,budget_24_rotated_slender,multi-hole,3,0.0,1.0,1.0,1.0
Base summary,305,1,3.819160425252781e-09,budget_24_rotated_slender,nested-rings,1,budget_24_rotated_slender,nested-rings,0,1.0,1.0,0.0,1.0
Base summary,305,2,4.326318753963448e-09,budget_24_rotated_slender,nested-rings,1,budget_24_rotated_slender,nested-rings,3,0.0,0.0,0.0,0.0
Base summary,305,3,6.095429217647386e-09,budget_24_rotated_slender,nested-rings,1,budget_24_rotated_slender,nested-rings,2,0.0,0.0,0.0,1.0
Base summary,305,4,2.018955235855787e-08,budget_24_rotated_slender,nested-rings,1,budget_24_rotated_slender,multi-hole,1,1.0,0.0,1.0,0.0
Base summary,305,5,2.878761201532931e-08,budget_24_rotated_slender,nested-rings,1,budget_24_rotated_slender,multi-hole,0,1.0,0.0,1.0,1.0
Base summary,305,6,3.005393923344871e-08,budget_24_rotated_slender,nested-rings,1,budget_24_rotated_slender,pinwheel,0,0.0,0.0,1.0,1.0
Base summary,305,7,3.019524895057829e-08,budget_24_rotated_slender,nested-rings,1,budget_24_rotated_slender,multi-hole,2,1.0,0.0,1.0,1.0
Base summary,305,8,3.1333754649996536e-08,budget_24_rotated_slender,nested-rings,1,budget_24_rotated_slender,pinwheel,2,1.0,1.0,1.0,1.0
Base summary,305,9,3.387532478598158e-08,budget_24_rotated_slender,nested-rings,1,budget_24_rotated_slender,pinwheel,3,1.0,1.0,1.0,0.0
Base summary,305,10,3.400968638107933e-08,budget_24_rotated_slender,nested-rings,1,budget_24_rotated_slender,multi-hole,3,1.0,0.0,1.0,0.0
Base summary,306,1,2.2172620663787275e-09,budget_24_rotated_slender,nested-rings,2,budget_24_rotated_slender,nested-rings,3,0.0,0.0,0.0,1.0
Base summary,306,2,3.788791716526462e-09,budget_24_rotated_slender,nested-rings,2,budget_24_rotated_slender,nested-rings,0,1.0,1.0,0.0,0.0
Base summary,306,3,6.095429217647386e-09,budget_24_rotated_slender,nested-rings,2,budget_24_rotated_slender,nested-rings,1,0.0,0.0,0.0,1.0
Base summary,306,4,2.5598151305059327e-08,budget_24_rotated_slender,nested-rings,2,budget_24_rotated_slender,multi-hole,1,1.0,0.0,1.0,1.0
Base summary,306,5,3.4276170612834184e-08,budget_24_rotated_slender,nested-rings,2,budget_24_rotated_slender,multi-hole,0,1.0,0.0,1.0,0.0
Base summary,306,6,3.53821216283636e-08,budget_24_rotated_slender,nested-rings,2,budget_24_rotated_slender,pinwheel,0,0.0,0.0,1.0,0.0
Base summary,306,7,3.5799038727669614e-08,budget_24_rotated_slender,nested-rings,2,budget_24_rotated_slender,multi-hole,2,1.0,0.0,1.0,0.0
Base summary,306,8,3.662835954229214e-08,budget_24_rotated_slender,nested-rings,2,budget_24_rotated_slender,pinwheel,2,1.0,1.0,1.0,0.0
Base summary,306,9,3.9203623848225855e-08,budget_24_rotated_slender,nested-rings,2,budget_24_rotated_slender,pinwheel,3,1.0,1.0,1.0,1.0
Base summary,306,10,3.966762109326461e-08,budget_24_rotated_slender,nested-rings,2,budget_24_rotated_slender,multi-hole,3,1.0,0.0,1.0,1.0
Base summary,307,1,2.2172620663787275e-09,budget_24_rotated_slender,nested-rings,3,budget_24_rotated_slender,nested-rings,2,0.0,0.0,0.0,1.0
Base summary,307,2,3.4065500193250815e-09,budget_24_rotated_slender,nested-rings,3,budget_24_rotated_slender,nested-rings,0,1.0,1.0,0.0,1.0
Base summary,307,3,4.326318753963448e-09,budget_24_rotated_slender,nested-rings,3,budget_24_rotated_slender,nested-rings,1,0.0,0.0,0.0,0.0
Base summary,307,4,2.40789453084847e-08,budget_24_rotated_slender,nested-rings,3,budget_24_rotated_slender,multi-hole,1,1.0,0.0,1.0,0.0
Base summary,307,5,3.269207606787968e-08,budget_24_rotated_slender,nested-rings,3,budget_24_rotated_slender,multi-hole,0,1.0,0.0,1.0,1.0
Base summary,307,6,3.3872568792628745e-08,budget_24_rotated_slender,nested-rings,3,budget_24_rotated_slender,pinwheel,0,0.0,0.0,1.0,1.0
Base summary,307,7,3.416067331226776e-08,budget_24_rotated_slender,nested-rings,3,budget_24_rotated_slender,multi-hole,2,1.0,0.0,1.0,1.0
Base summary,307,8,3.518156361698105e-08,budget_24_rotated_slender,nested-rings,3,budget_24_rotated_slender,pinwheel,2,1.0,1.0,1.0,1.0
Base summary,307,9,3.772261123401547e-08,budget_24_rotated_slender,nested-rings,3,budget_24_rotated_slender,pinwheel,3,1.0,1.0,1.0,0.0
Base summary,307,10,3.8010236472797264e-08,budget_24_rotated_slender,nested-rings,3,budget_24_rotated_slender,multi-hole,3,1.0,0.0,1.0,0.0
Base summary,308,1,2.0929742675906924e-09,budget_24_rotated_slender,pinwheel,0,budget_24_rotated_slender,pinwheel,2,1.0,1.0,0.0,0.0
Base summary,308,2,2.2105256483848584e-09,budget_24_rotated_slender,pinwheel,0,budget_24_rotated_slender,multi-hole,0,1.0,0.0,1.0,0.0
Base summary,308,3,3.43927458675077e-09,budget_24_rotated_slender,pinwheel,0,budget_24_rotated_slender,multi-hole,2,1.0,0.0,1.0,0.0
Base summary,308,4,3.934217314961717e-09,budget_24_rotated_slender,pinwheel,0,budget_24_rotated_slender,pinwheel,3,1.0,1.0,0.0,1.0
Base summary,308,5,6.027246469621627e-09,budget_24_rotated_slender,pinwheel,0,budget_24_rotated_slender,multi-hole,3,1.0,0.0,1.0,1.0
Base summary,308,6,6.839528026880662e-09,budget_24_rotated_slender,pinwheel,0,budget_24_rotated_slender,pinwheel,1,0.0,0.0,0.0,1.0
Base summary,308,7,9.898114411823477e-09,budget_24_rotated_slender,pinwheel,0,budget_24_rotated_slender,multi-hole,1,1.0,0.0,1.0,1.0
Base summary,308,8,2.5911091044451037e-08,budget_24_rotated_slender,pinwheel,0,budget_24_rotated_slender,spiral,0,0.0,0.0,1.0,0.0
Base summary,308,9,2.5994590741264943e-08,budget_24_rotated_slender,pinwheel,0,budget_24_rotated_slender,spiral,1,1.0,1.0,1.0,0.0
Base summary,308,10,2.867518671456509e-08,budget_24_rotated_slender,pinwheel,0,budget_24_rotated_slender,spiral,3,1.0,1.0,1.0,1.0
Base summary,309,1,2.965899957635614e-09,budget_24_rotated_slender,pinwheel,1,budget_24_rotated_slender,pinwheel,3,1.0,1.0,0.0,0.0
Base summary,309,2,5.3593799363338105e-09,budget_24_rotated_slender,pinwheel,1,budget_24_rotated_slender,multi-hole,3,1.0,0.0,1.0,0.0
Base summary,309,3,5.616775812149103e-09,budget_24_rotated_slender,pinwheel,1,budget_24_rotated_slender,pinwheel,2,1.0,1.0,0.0,1.0
Base summary,309,4,6.839528026880662e-09,budget_24_rotated_slender,pinwheel,1,budget_24_rotated_slender,pinwheel,0,0.0,0.0,0.0,1.0
Base summary,309,5,7.462486591077486e-09,budget_24_rotated_slender,pinwheel,1,budget_24_rotated_slender,multi-hole,2,1.0,0.0,1.0,1.0
Base summary,309,6,8.223181065423334e-09,budget_24_rotated_slender,pinwheel,1,budget_24_rotated_slender,multi-hole,0,1.0,0.0,1.0,1.0
Base summary,309,7,1.6614057285830468e-08,budget_24_rotated_slender,pinwheel,1,budget_24_rotated_slender,multi-hole,1,1.0,0.0,1.0,0.0
Base summary,309,8,1.9156569487386893e-08,budget_24_rotated_slender,pinwheel,1,budget_24_rotated_slender,spiral,0,0.0,0.0,1.0,1.0
Base summary,309,9,1.9172007428685625e-08,budget_24_rotated_slender,pinwheel,1,budget_24_rotated_slender,spiral,1,1.0,1.0,1.0,1.0
Base summary,309,10,2.2026295458305992e-08,budget_24_rotated_slender,pinwheel,1,budget_24_rotated_slender,spiral,3,1.0,1.0,1.0,0.0
Base summary,310,1,2.0929742675906924e-09,budget_24_rotated_slender,pinwheel,2,budget_24_rotated_slender,pinwheel,0,1.0,1.0,0.0,0.0
Base summary,310,2,2.703536685748282e-09,budget_24_rotated_slender,pinwheel,2,budget_24_rotated_slender,pinwheel,3,0.0,0.0,0.0,1.0
Base summary,310,3,3.812679114759136e-09,budget_24_rotated_slender,pinwheel,2,budget_24_rotated_slender,multi-hole,0,0.0,1.0,1.0,0.0
Base summary,310,4,4.477350055933787e-09,budget_24_rotated_slender,pinwheel,2,budget_24_rotated_slender,multi-hole,2,0.0,1.0,1.0,0.0
Base summary,310,5,5.616775812149103e-09,budget_24_rotated_slender,pinwheel,2,budget_24_rotated_slender,pinwheel,1,1.0,1.0,0.0,1.0
Base summary,310,6,6.001617985624185e-09,budget_24_rotated_slender,pinwheel,2,budget_24_rotated_slender,multi-hole,3,0.0,1.0,1.0,1.0
Base summary,310,7,1.1167444186908066e-08,budget_24_rotated_slender,pinwheel,2,budget_24_rotated_slender,multi-hole,1,0.0,1.0,1.0,1.0
Base summary,310,8,2.4669304327517255e-08,budget_24_rotated_slender,pinwheel,2,budget_24_rotated_slender,spiral,1,0.0,0.0,1.0,0.0
Base summary,310,9,2.467698299371398e-08,budget_24_rotated_slender,pinwheel,2,budget_24_rotated_slender,spiral,0,1.0,1.0,1.0,0.0
Base summary,310,10,2.7545471647935227e-08,budget_24_rotated_slender,pinwheel,2,budget_24_rotated_slender,spiral,3,0.0,0.0,1.0,1.0
Base summary,311,1,2.703536685748282e-09,budget_24_rotated_slender,pinwheel,3,budget_24_rotated_slender,pinwheel,2,0.0,0.0,0.0,1.0
Base summary,311,2,2.965899957635614e-09,budget_24_rotated_slender,pinwheel,3,budget_24_rotated_slender,pinwheel,1,1.0,1.0,0.0,0.0
Base summary,311,3,3.934217314961717e-09,budget_24_rotated_slender,pinwheel,3,budget_24_rotated_slender,pinwheel,0,1.0,1.0,0.0,1.0
Base summary,311,4,4.8434343382729465e-09,budget_24_rotated_slender,pinwheel,3,budget_24_rotated_slender,multi-hole,3,0.0,1.0,1.0,0.0
Base summary,311,5,5.248250371668838e-09,budget_24_rotated_slender,pinwheel,3,budget_24_rotated_slender,multi-hole,2,0.0,1.0,1.0,1.0
Base summary,311,6,5.512764765598645e-09,budget_24_rotated_slender,pinwheel,3,budget_24_rotated_slender,multi-hole,0,0.0,1.0,1.0,1.0
Base summary,311,7,1.3686476797228922e-08,budget_24_rotated_slender,pinwheel,3,budget_24_rotated_slender,multi-hole,1,0.0,1.0,1.0,0.0
Base summary,311,8,2.2106364337162245e-08,budget_24_rotated_slender,pinwheel,3,budget_24_rotated_slender,spiral,0,1.0,1.0,1.0,1.0
Base summary,311,9,2.2123843198585812e-08,budget_24_rotated_slender,pinwheel,3,budget_24_rotated_slender,spiral,1,0.0,0.0,1.0,1.0
Base summary,311,10,2.4957099805451314e-08,budget_24_rotated_slender,pinwheel,3,budget_24_rotated_slender,spiral,3,0.0,0.0,1.0,0.0
Base summary,312,1,1.952697127195157e-09,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,spiral,1,1.0,1.0,0.0,0.0
Base summary,312,2,3.4010330768395388e-09,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,spiral,3,1.0,1.0,0.0,1.0
Base summary,312,3,5.1962300213178485e-09,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,spiral,2,0.0,0.0,0.0,0.0
Base summary,312,4,1.0524227584864216e-08,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,cross-branch,3,0.0,0.0,1.0,1.0
Base summary,312,5,1.3689387072377344e-08,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,cross-branch,0,1.0,0.0,1.0,1.0
Base summary,312,6,1.4838171418183195e-08,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,cross-branch,2,1.0,1.0,1.0,1.0
Base summary,312,7,1.628667077723269e-08,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,cross-branch,1,1.0,0.0,1.0,1.0
Base summary,312,8,1.9156569487386893e-08,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,pinwheel,1,0.0,0.0,1.0,1.0
Base summary,312,9,2.1734519362962824e-08,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,multi-hole,3,1.0,0.0,1.0,1.0
Base summary,312,10,2.2106364337162245e-08,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,pinwheel,3,1.0,1.0,1.0,1.0
Base summary,313,1,1.952697127195157e-09,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,spiral,0,1.0,1.0,0.0,0.0
Base summary,313,2,4.826360700132138e-09,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,spiral,3,0.0,0.0,0.0,1.0
Base summary,313,3,6.545737282654587e-09,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,spiral,2,1.0,1.0,0.0,0.0
Base summary,313,4,9.233289807863983e-09,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,cross-branch,3,1.0,1.0,1.0,1.0
Base summary,313,5,1.2930480123822548e-08,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,cross-branch,0,1.0,1.0,1.0,1.0
Base summary,313,6,1.4228987736394513e-08,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,cross-branch,2,0.0,0.0,1.0,1.0
Base summary,313,7,1.542721655833992e-08,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,cross-branch,1,1.0,1.0,1.0,1.0
Base summary,313,8,1.9172007428685625e-08,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,pinwheel,1,1.0,1.0,1.0,1.0
Base summary,313,9,2.2123843198585812e-08,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,pinwheel,3,0.0,0.0,1.0,1.0
Base summary,313,10,2.2172855600716563e-08,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,multi-hole,3,0.0,1.0,1.0,1.0
Base summary,314,1,1.8022772991549176e-09,budget_24_rotated_slender,spiral,2,budget_24_rotated_slender,spiral,3,1.0,1.0,0.0,1.0
Base summary,314,2,5.1962300213178485e-09,budget_24_rotated_slender,spiral,2,budget_24_rotated_slender,spiral,0,0.0,0.0,0.0,0.0
Base summary,314,3,6.545737282654587e-09,budget_24_rotated_slender,spiral,2,budget_24_rotated_slender,spiral,1,1.0,1.0,0.0,0.0
Base summary,314,4,1.130799059873512e-08,budget_24_rotated_slender,spiral,2,budget_24_rotated_slender,cross-branch,3,0.0,0.0,1.0,1.0
